account_id,IN,OUT,B,Months_Count,IN/M,OUT/M,B/M
53,187627,172509,15118,42,4467.309523809524,4107.357142857143,359.95238095238096
54,154800,127995,26805,43,3600.0,2976.6279069767443,623.3720930232558
55,159868,138889,20979,34,4702.0,4084.970588235294,617.0294117647059
56,909741,852190,57551,55,16540.745454545453,15494.363636363636,1046.3818181818183
57,1009437,946443,62994,43,23475.279069767443,22010.302325581397,1464.9767441860465
58,164373,153122,11251,28,5870.464285714285,5468.642857142857,401.82142857142856
59,941102,861305,79797,57,16510.56140350877,15110.61403508772,1399.9473684210527
61,246503,228095,18408,60,4108.383333333333,3801.5833333333335,306.8
62,357755,341095,16660,69,5184.855072463768,4943.405797101449,241.44927536231884
63,128535,96207,32328,25,5141.4,3848.28,1293.12
64,119828,98100,21728,21,5706.0952380952385,4671.428571428572,1034.6666666666667
65,706799,650659,56140,26,27184.576923076922,25025.346153846152,2159.230769230769
66,2989788,2889532,100256,60,49829.8,48158.86666666667,1670.9333333333334
67,2278938,2239245,39693,50,45578.76,44784.9,793.86
68,1871323,1774206,97117,48,38985.895833333336,36962.625,2023.2708333333333
69,282307,218845,63462,35,8065.914285714286,6252.714285714285,1813.2
70,478824,436415,42409,46,10409.217391304348,9487.282608695652,921.9347826086956
71,1382686,1313133,69553,57,24257.64912280702,23037.42105263158,1220.2280701754387
72,1654842,1632504,22338,30,55161.4,54416.8,744.6
73,1313258,1251353,61905,61,21528.819672131147,20513.983606557376,1014.8360655737705
75,555592,530309,25283,40,13889.8,13257.725,632.075
76,299931,280306,19625,31,9675.193548387097,9042.129032258064,633.0645161290323
77,473646,454312,19334,25,18945.84,18172.48,773.36
78,1273708,1195794,77914,65,19595.507692307692,18396.830769230768,1198.676923076923
79,106824,84928,21896,25,4272.96,3397.12,875.84
80,135526,108188,27338,39,3475.025641025641,2774.051282051282,700.974358974359
81,135754,99319,36435,29,4681.172413793103,3424.793103448276,1256.3793103448277
82,2462379,2378467,83912,55,44770.527272727275,43244.854545454546,1525.6727272727273
83,725600,692385,33215,68,10670.588235294117,10182.132352941177,488.45588235294116
84,1239522,1135396,104126,36,34431.166666666664,31538.777777777777,2892.3888888888887
85,181596,129587,52009,21,8647.42857142857,6170.809523809524,2476.6190476190477
86,233442,211485,21957,69,3383.217391304348,3065.0,318.2173913043478
88,104549,80133,24416,29,3605.137931034483,2763.206896551724,841.9310344827586
89,98566,60650,37916,15,6571.066666666667,4043.3333333333335,2527.733333333333
90,1431984,1407873,24111,53,27018.56603773585,26563.64150943396,454.92452830188677
91,266450,270638,-4188,24,11102.083333333334,11276.583333333334,-174.5
93,261393,227390,34003,30,8713.1,7579.666666666667,1133.4333333333334
95,1182232,1101800,80432,45,26271.82222222222,24484.444444444445,1787.3777777777777
96,3417355,3332515,84840,70,48819.357142857145,47607.357142857145,1212.0
97,640923,588347,52576,31,20674.935483870966,18978.935483870966,1696.0
98,93422,78984,14438,19,4916.9473684210525,4157.0526315789475,759.8947368421053
99,1258142,1255846,2296,41,30686.39024390244,30630.39024390244,56.0
100,883222,808397,74825,60,14720.366666666667,13473.283333333333,1247.0833333333333
101,676125,602446,73679,32,21128.90625,18826.4375,2302.46875
102,909036,859056,49980,62,14661.870967741936,13855.741935483871,806.1290322580645
103,876388,838370,38018,33,26557.21212121212,25405.151515151516,1152.060606060606
104,214126,188513,25613,68,3148.9117647058824,2772.25,376.6617647058824
105,255490,238272,17218,17,15028.823529411764,14016.0,1012.8235294117648
106,959860,894935,64925,49,19588.979591836734,18263.979591836734,1325.0
107,551136,506887,44249,61,9035.016393442624,8309.622950819672,725.3934426229508
108,794909,737940,56969,45,17664.644444444446,16398.666666666668,1265.9777777777779
109,122673,80855,41818,20,6133.65,4042.75,2090.9
110,751638,677768,73870,29,25918.55172413793,23371.310344827587,2547.2413793103447
112,468252,416470,51782,69,6786.260869565217,6035.797101449275,750.463768115942
113,188754,162410,26344,29,6508.758620689655,5600.3448275862065,908.4137931034483
114,90907,64811,26096,21,4328.9047619047615,3086.2380952380954,1242.6666666666667
115,634593,601010,33583,69,9197.0,8710.289855072464,486.71014492753625
116,840024,767821,72203,33,25455.272727272728,23267.303030303032,2187.969696969697
117,320042,303385,16657,63,5080.0317460317465,4815.6349206349205,264.3968253968254
118,82020,52540,29480,15,5468.0,3502.6666666666665,1965.3333333333333
119,1583828,1526454,57374,67,23639.223880597016,22782.89552238806,856.3283582089553
120,1076827,1050990,25837,42,25638.738095238095,25023.571428571428,615.1666666666666
121,76043,41090,34953,14,5431.642857142857,2935.0,2496.6428571428573
122,650394,593615,56779,26,25015.153846153848,22831.346153846152,2183.8076923076924
123,338914,315550,23364,69,4911.797101449275,4573.188405797101,338.60869565217394
124,51535,37971,13564,12,4294.583333333333,3164.25,1130.3333333333333
125,983803,918944,64859,27,36437.148148148146,34034.96296296296,2402.185185185185
126,1608417,1558079,50338,62,25942.209677419356,25130.3064516129,811.9032258064516
127,202598,185070,17528,58,3493.0689655172414,3190.862068965517,302.2068965517241
128,444797,370105,74692,70,6354.242857142857,5287.214285714285,1067.0285714285715
129,106870,87010,19860,14,7633.571428571428,6215.0,1418.5714285714287
130,152314,123148,29166,22,6923.363636363636,5597.636363636364,1325.7272727272727
131,496066,459722,36344,42,11811.095238095239,10945.761904761905,865.3333333333334
132,1285258,1250697,34561,31,41459.93548387097,40345.06451612903,1114.8709677419354
133,694286,647705,46581,14,49591.857142857145,46264.642857142855,3327.214285714286
134,140633,95105,45528,12,11719.416666666666,7925.416666666667,3794.0
135,408097,334415,73682,66,6183.287878787879,5066.893939393939,1116.3939393939395
136,200858,173772,27086,31,6479.290322580645,5605.548387096775,873.741935483871
137,736255,686691,49564,29,25388.103448275862,23679.0,1709.103448275862
138,37600,16400,21200,39,964.1025641025641,420.5128205128205,543.5897435897435
139,694254,640023,54231,19,36539.68421052631,33685.42105263158,2854.2631578947367
140,190393,142830,47563,30,6346.433333333333,4761.0,1585.4333333333334
141,1122655,1067789,54866,33,34019.84848484849,32357.242424242424,1662.6060606060605
142,325682,303465,22217,70,4652.6,4335.214285714285,317.3857142857143
143,125079,102312,22767,25,5003.16,4092.48,910.68
144,808869,724392,84477,20,40443.45,36219.6,4223.85
145,360550,298145,62405,35,10301.42857142857,8518.42857142857,1783.0
146,409540,370752,38788,63,6500.6349206349205,5884.952380952381,615.6825396825396
148,233999,206817,27182,66,3545.439393939394,3133.590909090909,411.8484848484849
149,88418,34500,53918,13,6801.384615384615,2653.846153846154,4147.538461538462
150,282083,262330,19753,45,6268.511111111111,5829.555555555556,438.9555555555556
151,373461,349145,24316,63,5927.952380952381,5541.984126984127,385.968253968254
152,210063,191437,18626,32,6564.46875,5982.40625,582.0625
153,954958,932291,22667,63,15158.063492063493,14798.269841269841,359.7936507936508
154,843237,750894,92343,54,15615.5,13905.444444444445,1710.0555555555557
155,241998,222139,19859,37,6540.486486486487,6003.756756756757,536.7297297297297
156,50367,34055,16312,14,3597.6428571428573,2432.5,1165.142857142857
157,147190,113237,33953,21,7009.047619047619,5392.238095238095,1616.8095238095239
158,1211333,1194080,17253,45,26918.51111111111,26535.11111111111,383.4
159,537472,442747,94725,22,24430.545454545456,20124.863636363636,4305.681818181818
160,948351,899431,48920,63,15053.190476190477,14276.682539682539,776.5079365079365
161,243896,229076,14820,53,4601.811320754717,4322.188679245283,279.62264150943395
162,338544,316935,21609,64,5289.75,4952.109375,337.640625
163,484028,446516,37512,71,6817.295774647887,6288.957746478874,528.3380281690141
164,157159,124300,32859,27,5820.7037037037035,4603.7037037037035,1217.0
165,469929,408366,61563,66,7120.136363636364,6187.363636363636,932.7727272727273
166,131007,109351,21656,28,4678.821428571428,3905.3928571428573,773.4285714285714
167,1402465,1353124,49341,34,41248.970588235294,39797.76470588235,1451.2058823529412
168,210340,194577,15763,68,3093.235294117647,2861.426470588235,231.80882352941177
169,560936,493760,67176,39,14382.97435897436,12660.51282051282,1722.4615384615386
170,568677,512575,56102,29,19609.55172413793,17675.0,1934.551724137931
171,188845,173262,15583,30,6294.833333333333,5775.4,519.4333333333333
172,1573896,1509205,64691,64,24592.125,23581.328125,1010.796875
173,1322731,1258744,63987,61,21684.114754098362,20635.147540983606,1048.967213114754
174,97174,76202,20972,27,3599.037037037037,2822.296296296296,776.7407407407408
176,1481274,1409445,71829,28,52902.642857142855,50337.32142857143,2565.3214285714284
177,325516,263150,62366,15,21701.066666666666,17543.333333333332,4157.733333333334
178,49462,31382,18080,15,3297.4666666666667,2092.133333333333,1205.3333333333333
179,643319,599071,44248,15,42887.933333333334,39938.066666666666,2949.866666666667
180,1637065,1572753,64312,60,27284.416666666668,26212.55,1071.8666666666666
181,371136,338655,32481,30,12371.2,11288.5,1082.7
182,19700,9700,10000,17,1158.8235294117646,570.5882352941177,588.2352941176471
183,970746,925149,45597,60,16179.1,15419.15,759.95
184,736773,669735,67038,34,21669.79411764706,19698.08823529412,1971.7058823529412
185,379963,314359,65604,17,22350.764705882353,18491.70588235294,3859.0588235294117
186,2603777,2529334,74443,65,40058.10769230769,38912.83076923077,1145.2769230769231
187,294667,269462,25205,69,4270.536231884058,3905.246376811594,365.28985507246375
188,1458591,1358603,99988,68,21449.867647058825,19979.45588235294,1470.4117647058824
189,467112,395849,71263,20,23355.6,19792.45,3563.15
190,897885,828425,69460,45,19953.0,18409.444444444445,1543.5555555555557
191,1022400,929162,93238,21,48685.71428571428,44245.80952380953,4439.9047619047615
192,423258,393331,29927,71,5961.380281690141,5539.87323943662,421.50704225352115
193,290760,265565,25195,24,12115.0,11065.208333333334,1049.7916666666667
194,156086,133060,23026,28,5574.5,4752.142857142857,822.3571428571429
195,357990,308575,49415,22,16272.272727272728,14026.136363636364,2246.1363636363635
196,917862,843951,73911,61,15046.918032786885,13835.262295081968,1211.655737704918
197,1666331,1614279,52052,70,23804.72857142857,23061.128571428573,743.6
198,272681,250197,22484,62,4398.080645161291,4035.435483870968,362.64516129032256
199,80034,53173,26861,26,3078.230769230769,2045.1153846153845,1033.1153846153845
200,570727,471835,98892,53,10768.433962264151,8902.547169811322,1865.8867924528302
201,879620,835639,43981,49,17951.428571428572,17053.85714285714,897.5714285714286
204,105249,80130,25119,35,3007.114285714286,2289.4285714285716,717.6857142857143
205,133663,88400,45263,14,9547.357142857143,6314.285714285715,3233.0714285714284
206,295758,260360,35398,44,6721.772727272727,5917.272727272727,804.5
207,422631,396550,26081,65,6502.015384615384,6100.7692307692305,401.24615384615385
208,551438,531709,19729,33,16710.242424242424,16112.39393939394,597.8484848484849
209,131479,85803,45676,25,5259.16,3432.12,1827.04
210,613838,583652,30186,33,18601.151515151516,17686.424242424244,914.7272727272727
211,742148,673615,68533,17,43655.76470588235,39624.41176470588,4031.3529411764707
212,3857258,3761845,95413,71,54327.57746478873,52983.7323943662,1343.8450704225352
213,1064408,1027825,36583,40,26610.2,25695.625,914.575
214,67497,52469,15028,21,3214.1428571428573,2498.5238095238096,715.6190476190476
215,42900,27819,15081,13,3300.0,2139.923076923077,1160.076923076923
216,361452,340783,20669,55,6571.854545454546,6196.054545454545,375.8
217,575779,551508,24271,47,12250.617021276596,11734.212765957447,516.4042553191489
218,1822784,1797325,25459,34,53611.294117647056,52862.5,748.7941176470588
219,767866,720230,47636,39,19688.871794871793,18467.4358974359,1221.4358974358975
220,363915,335415,28500,68,5351.691176470588,4932.573529411765,419.11764705882354
221,617634,559127,58507,26,23755.153846153848,21504.884615384617,2250.269230769231
222,2597773,2537840,59933,69,37648.884057971016,36780.289855072464,868.5942028985507
223,326758,301785,24973,42,7779.952380952381,7185.357142857143,594.5952380952381
224,152938,133591,19347,26,5882.2307692307695,5138.115384615385,744.1153846153846
225,563499,470582,92917,65,8669.215384615385,7239.723076923077,1429.4923076923078
226,488799,444331,44468,22,22218.136363636364,20196.863636363636,2021.2727272727273
227,2200116,2114935,85181,45,48891.46666666667,46998.555555555555,1892.911111111111
228,1491924,1425960,65964,63,23681.333333333332,22634.285714285714,1047.047619047619
229,106843,82635,24208,18,5935.722222222223,4590.833333333333,1344.888888888889
230,655359,643555,11804,34,19275.264705882353,18928.08823529412,347.1764705882353
231,143699,126563,17136,44,3265.8863636363635,2876.431818181818,389.45454545454544
232,330633,248884,81749,13,25433.30769230769,19144.923076923078,6288.384615384615
234,382609,366680,15929,65,5886.292307692308,5641.2307692307695,245.06153846153848
235,215455,199144,16311,62,3475.0806451612902,3212.0,263.0806451612903
236,39700,26700,13000,33,1203.030303030303,809.0909090909091,393.93939393939394
237,169969,155320,14649,57,2981.9122807017543,2724.9122807017543,257.0
238,219253,200281,18972,64,3425.828125,3129.390625,296.4375
239,2530560,2495582,34978,69,36674.782608695656,36167.85507246377,506.92753623188406
240,500448,482821,17627,20,25022.4,24141.05,881.35
241,147735,107834,39901,27,5471.666666666667,3993.8518518518517,1477.8148148148148
242,717802,664699,53103,28,25635.785714285714,23739.25,1896.5357142857142
243,2470285,2455128,15157,61,40496.475409836065,40248.0,248.47540983606558
244,371807,319733,52074,70,5311.528571428571,4567.614285714286,743.9142857142857
245,1617433,1572779,44654,61,26515.29508196721,25783.262295081968,732.0327868852459
246,55065,37855,17210,12,4588.75,3154.5833333333335,1434.1666666666667
248,1225195,1189874,35321,44,27845.340909090908,27042.590909090908,802.75
249,489387,469454,19933,24,20391.125,19560.583333333332,830.5416666666666
250,149541,100900,48641,19,7870.578947368421,5310.526315789473,2560.0526315789475
251,363542,328091,35451,32,11360.6875,10252.84375,1107.84375
252,143338,92875,50463,24,5972.416666666667,3869.7916666666665,2102.625
253,913984,807182,106802,36,25388.444444444445,22421.722222222223,2966.722222222222
255,1095431,993903,101528,25,43817.24,39756.12,4061.12
256,900499,883470,17029,43,20941.837209302324,20545.81395348837,396.0232558139535
257,819589,810753,8836,37,22151.054054054053,21912.243243243243,238.8108108108108
258,113891,89243,24648,17,6699.470588235294,5249.588235294118,1449.8823529411766
259,410203,394277,15926,62,6616.177419354839,6359.306451612903,256.8709677419355
260,424061,383253,40808,38,11159.5,10085.605263157895,1073.8947368421052
261,117453,95977,21476,26,4517.423076923077,3691.423076923077,826.0
262,40900,18300,22600,34,1202.9411764705883,538.2352941176471,664.7058823529412
263,860924,810015,50909,23,37431.47826086957,35218.04347826087,2213.4347826086955
264,265872,230480,35392,34,7819.764705882353,6778.823529411765,1040.9411764705883
265,186704,165955,20749,29,6438.068965517241,5722.586206896552,715.4827586206897
266,3053193,2978191,75002,55,55512.6,54148.92727272727,1363.6727272727273
267,216883,199955,16928,44,4929.159090909091,4544.431818181818,384.72727272727275
268,901153,863294,37859,31,29069.451612903227,27848.1935483871,1221.258064516129
269,142700,100073,42627,28,5096.428571428572,3574.035714285714,1522.392857142857
270,1228045,1138834,89211,47,26128.617021276597,24230.510638297874,1898.1063829787233
271,205638,146660,58978,28,7344.214285714285,5237.857142857143,2106.3571428571427
272,569452,532749,36703,26,21902.0,20490.346153846152,1411.6538461538462
273,1035310,994815,40495,65,15927.846153846154,15304.846153846154,623.0
274,1434948,1392239,42709,64,22421.0625,21753.734375,667.328125
275,125304,107215,18089,35,3580.114285714286,3063.285714285714,516.8285714285714
276,392654,333280,59374,12,32721.166666666668,27773.333333333332,4947.833333333333
277,1668482,1578181,90301,55,30336.036363636365,28694.2,1641.8363636363636
278,756290,659456,96834,32,23634.0625,20608.0,3026.0625
279,210265,179521,30744,68,3092.1323529411766,2640.014705882353,452.11764705882354
280,979313,913812,65501,71,13793.140845070422,12870.591549295774,922.5492957746479
281,356680,296231,60449,26,13718.461538461539,11393.5,2324.9615384615386
282,437516,384592,52924,19,23027.157894736843,20241.684210526317,2785.4736842105262
283,158324,130259,28065,32,4947.625,4070.59375,877.03125
284,386552,355834,30718,17,22738.352941176472,20931.41176470588,1806.9411764705883
285,963324,862185,101139,43,22402.883720930233,20050.81395348837,2352.0697674418607
286,848681,814392,34289,33,25717.60606060606,24678.545454545456,1039.060606060606
287,287815,272487,15328,62,4642.177419354839,4394.951612903225,247.2258064516129
288,244050,218644,25406,45,5423.333333333333,4858.7555555555555,564.5777777777778
289,1093990,1046957,47033,57,19192.80701754386,18367.666666666668,825.140350877193
290,2104787,2067592,37195,60,35079.78333333333,34459.86666666667,619.9166666666666
291,1343022,1261396,81626,18,74612.33333333333,70077.55555555556,4534.777777777777
292,104997,84687,20310,22,4772.590909090909,3849.409090909091,923.1818181818181
293,253410,240397,13013,19,13337.368421052632,12652.473684210527,684.8947368421053
294,405351,337857,67494,23,17623.956521739132,14689.434782608696,2934.521739130435
295,306064,275796,30268,13,23543.384615384617,21215.076923076922,2328.3076923076924
296,152933,138895,14038,34,4498.029411764706,4085.1470588235293,412.88235294117646
297,219693,158225,61468,27,8136.777777777777,5860.185185185185,2276.5925925925926
298,185338,154940,30398,12,15444.833333333334,12911.666666666666,2533.1666666666665
299,2737631,2653283,84348,68,40259.279411764706,39018.867647058825,1240.4117647058824
300,464733,391501,73232,66,7041.409090909091,5931.833333333333,1109.5757575757575
301,116840,94710,22130,39,2995.897435897436,2428.4615384615386,567.4358974358975
302,209864,191953,17911,31,6769.806451612903,6192.032258064516,577.7741935483871
303,509709,467259,42450,29,17576.172413793105,16112.379310344828,1463.7931034482758
304,766761,743421,23340,21,36512.42857142857,35401.0,1111.4285714285713
305,116809,100531,16278,26,4492.653846153846,3866.576923076923,626.0769230769231
306,444943,412224,32719,66,6741.560606060606,6245.818181818182,495.74242424242425
307,413143,340980,72163,16,25821.4375,21311.25,4510.1875
308,68181,27600,40581,37,1842.7297297297298,745.9459459459459,1096.7837837837837
309,428314,404106,24208,20,21415.7,20205.3,1210.4
311,310302,244962,65340,16,19393.875,15310.125,4083.75
312,488180,427913,60267,35,13948.0,12226.085714285715,1721.9142857142858
313,105937,80489,25448,29,3653.0,2775.4827586206898,877.5172413793103
314,1415124,1389759,25365,35,40432.114285714284,39707.4,724.7142857142857
315,26200,11200,15000,12,2183.3333333333335,933.3333333333334,1250.0
316,153014,132355,20659,19,8053.368421052632,6966.0526315789475,1087.3157894736842
317,422564,383895,38669,69,6124.115942028986,5563.695652173913,560.4202898550725
318,358092,321516,36576,51,7021.411764705882,6304.235294117647,717.1764705882352
319,1722664,1643898,78766,38,45333.26315789474,43260.47368421053,2072.7894736842104
320,170724,126500,44224,23,7422.782608695652,5500.0,1922.7826086956522
321,321989,304046,17943,61,5278.508196721312,4984.360655737705,294.1475409836066
322,1281999,1246685,35314,70,18314.27142857143,17809.785714285714,504.48571428571427
323,152195,132445,19750,22,6917.954545454545,6020.227272727273,897.7272727272727
324,150644,112541,38103,28,5380.142857142857,4019.3214285714284,1360.8214285714287
325,159947,140203,19744,26,6151.807692307692,5392.423076923077,759.3846153846154
326,93454,75134,18320,16,5840.875,4695.875,1145.0
327,1176797,1112221,64576,66,17830.257575757576,16851.833333333332,978.4242424242424
328,106123,93042,13081,15,7074.866666666667,6202.8,872.0666666666667
329,685648,610519,75129,26,26371.076923076922,23481.5,2889.576923076923
330,620208,593488,26720,25,24808.32,23739.52,1068.8
331,265085,249622,15463,38,6975.921052631579,6569.0,406.92105263157896
332,175249,149420,25829,35,5007.114285714286,4269.142857142857,737.9714285714285
333,74090,53573,20517,24,3087.0833333333335,2232.2083333333335,854.875
334,1370574,1273794,96780,67,20456.328358208953,19011.850746268658,1444.4776119402984
335,204161,175127,29034,35,5833.171428571429,5003.628571428571,829.5428571428571
336,772985,716973,56012,38,20341.71052631579,18867.71052631579,1474.0
337,1096384,1039078,57306,37,29632.0,28083.18918918919,1548.8108108108108
338,145625,128104,17521,37,3935.810810810811,3462.2702702702704,473.5405405405405
339,1439997,1342008,97989,27,53333.22222222222,49704.0,3629.222222222222
340,365928,326551,39377,61,5998.819672131148,5353.295081967213,645.5245901639345
341,424297,410000,14297,25,16971.88,16400.0,571.88
342,93620,73699,19921,26,3600.769230769231,2834.576923076923,766.1923076923077
343,256286,237850,18436,56,4576.535714285715,4247.321428571428,329.2142857142857
344,949033,892447,56586,60,15817.216666666667,14874.116666666667,943.1
345,1129971,1047104,82867,61,18524.114754098362,17165.639344262294,1358.4754098360656
346,1556669,1504935,51734,71,21924.915492957745,21196.267605633802,728.6478873239437
347,2000735,1944989,55746,60,33345.583333333336,32416.483333333334,929.1
348,748369,675280,73089,37,20226.18918918919,18250.81081081081,1975.3783783783783
349,179141,162462,16679,18,9952.277777777777,9025.666666666666,926.6111111111111
350,166506,144356,22150,26,6404.076923076923,5552.153846153846,851.9230769230769
351,179748,161600,18148,22,8170.363636363636,7345.454545454545,824.9090909090909
352,239635,219653,19982,53,4521.415094339623,4144.396226415094,377.0188679245283
353,274747,204471,70276,40,6868.675,5111.775,1756.9
354,810808,728173,82635,62,13077.548387096775,11744.725806451614,1332.8225806451612
355,561667,539900,21767,34,16519.617647058825,15879.411764705883,640.2058823529412
356,674155,599072,75083,33,20428.939393939392,18153.696969696968,2275.242424242424
357,105793,83132,22661,33,3205.848484848485,2519.151515151515,686.6969696969697
358,212162,191635,20527,60,3536.0333333333333,3193.9166666666665,342.1166666666667
359,258770,234281,24489,48,5391.041666666667,4880.854166666667,510.1875
360,830807,775470,55337,31,26800.225806451614,25015.16129032258,1785.0645161290322
361,1812940,1777989,34951,70,25899.14285714286,25399.842857142856,499.3
362,826556,765004,61552,68,12155.235294117647,11250.058823529413,905.1764705882352
363,2385026,2281550,103476,55,43364.10909090909,41482.72727272727,1881.3818181818183
364,79480,52608,26872,23,3455.6521739130435,2287.304347826087,1168.3478260869565
365,1176667,1154087,22580,60,19611.116666666665,19234.783333333333,376.3333333333333
366,624073,584955,39118,26,24002.80769230769,22498.26923076923,1504.5384615384614
367,312461,262629,49832,19,16445.315789473683,13822.578947368422,2622.7368421052633
368,623121,592264,30857,65,9586.476923076923,9111.753846153846,474.7230769230769
370,185679,164860,20819,58,3201.362068965517,2842.4137931034484,358.94827586206895
371,178641,119410,59231,28,6380.035714285715,4264.642857142857,2115.3928571428573
372,987043,946228,40815,39,25308.79487179487,24262.25641025641,1046.5384615384614
373,379820,327487,52333,30,12660.666666666666,10916.233333333334,1744.4333333333334
374,1811592,1765938,45654,71,25515.38028169014,24872.3661971831,643.0140845070423
375,181385,163004,18381,30,6046.166666666667,5433.466666666666,612.7
376,1234947,1166312,68635,45,27443.266666666666,25918.044444444444,1525.2222222222222
377,2217265,2112749,104516,52,42639.71153846154,40629.78846153846,2009.923076923077
378,1982932,1943976,38956,29,68376.96551724138,67033.6551724138,1343.3103448275863
379,137405,123518,13887,31,4432.419354838709,3984.451612903226,447.96774193548384
381,612768,563635,49133,65,9427.2,8671.307692307691,755.8923076923077
382,98601,70510,28091,28,3521.464285714286,2518.214285714286,1003.25
383,60185,42018,18167,19,3167.6315789473683,2211.4736842105262,956.1578947368421
384,849591,775922,73669,15,56639.4,51728.13333333333,4911.266666666666
385,246703,217509,29194,68,3627.985294117647,3198.6617647058824,429.3235294117647
386,337813,257152,80661,16,21113.3125,16072.0,5041.3125
387,363180,320027,43153,15,24212.0,21335.133333333335,2876.866666666667
388,616940,517023,99917,46,13411.739130434782,11239.630434782608,2172.108695652174
389,484866,463801,21065,64,7576.03125,7246.890625,329.140625
390,2317029,2207420,109609,34,68147.91176470589,64924.117647058825,3223.794117647059
391,414722,396070,18652,60,6912.033333333334,6601.166666666667,310.8666666666667
392,473056,417420,55636,29,16312.275862068966,14393.793103448275,1918.4827586206898
393,1273065,1240554,32511,46,27675.32608695652,26968.565217391304,706.7608695652174
395,1666769,1643495,23274,69,24156.072463768116,23818.768115942028,337.30434782608694
396,1761085,1707050,54035,69,25522.971014492752,24739.855072463768,783.1159420289855
397,2122120,2016666,105454,62,34227.74193548387,32526.870967741936,1700.8709677419354
398,68821,54665,14156,14,4915.785714285715,3904.6428571428573,1011.1428571428571
399,903847,875836,28011,28,32280.25,31279.85714285714,1000.3928571428571
400,1000170,948428,51742,65,15387.23076923077,14591.2,796.0307692307692
401,1003994,966253,37741,71,14140.760563380281,13609.197183098591,531.5633802816901
402,336068,301473,34595,15,22404.533333333333,20098.2,2306.3333333333335
403,374109,295080,79029,65,5755.523076923077,4539.692307692308,1215.8307692307692
404,1588467,1514464,74003,44,36101.52272727273,34419.63636363636,1681.8863636363637
405,796753,782929,13824,21,37940.619047619046,37282.333333333336,658.2857142857143
