account_id,capacity(R),master_score,I_rank,CV_rank
161,0.08609071475044149,0.9127134061946572,Medium,High
162,0.10395339439655173,0.9479390989461862,Medium,High
163,0.1626656490668147,0.9666879815254468,Medium,Medium
164,0.374692118226601,0.3969998023111896,High,High
165,0.2871837214509628,0.9657435849859816,High,Medium
166,0.23812456016889516,0.9345974236855914,High,Medium
167,0.4467998406259055,0.878481544544744,Low,Medium
168,0.07136971167777456,0.9651083197586295,Medium,Medium
169,0.5303145130731338,0.9576450520126254,High,Low
170,0.5956132155597077,0.9430761740138505,Medium,Low
171,0.15992405582922822,0.8802261798485354,Medium,Medium
172,0.3112059344211823,0.9720450804201833,Low,Low
173,0.3229578858111928,0.9665793652460496,Low,Low
174,0.23914431673052364,0.9376033154701051,High,Medium
176,0.7898157107670654,0.7505063829367968,Low,High
177,1.2800903119868638,0.9050046133570128,High,Low
178,0.37110016420361247,0.9714110325647776,High,Low
179,0.9082101806239739,0.8466803157410535,Medium,Medium
180,0.33000821018062393,0.9340265209545371,Low,Medium
181,0.33334359605911335,0.8803232984938519,Medium,Medium
182,0.18110692552883223,0.3084124135467598,High,High
183,0.2339747536945813,0.964060441877122,Low,Low
184,0.6070523036800927,0.9301196978910802,Medium,Low
185,1.188133874239351,0.9202291779657786,High,Low
186,0.35260989010989013,0.9314189118827901,Low,High
187,0.11246608838437924,0.9683919256766256,Medium,Medium
188,0.4527129817444219,0.9755164328299971,Medium,Low
189,1.0970289408866996,0.8706259424583567,High,Medium
190,0.47523262178434594,0.9526236555408639,Medium,Low
191,1.3669657518179685,0.9090591684547505,Medium,Low
192,0.12977433566918756,0.9636578218134453,Medium,Medium
193,0.3232117200328407,0.8851238837287931,Medium,Medium
194,0.2531887755102041,0.8789079406589962,High,High
195,0.6915444469323779,0.9222963038796577,High,Low
196,0.37304671727368166,0.9748931084820266,Medium,Low
197,0.2289408866995074,0.9812168071812645,Low,Low
198,0.11165183537263625,0.9468581421808652,Medium,High
199,0.3180773967411898,0.9748678679818852,High,Low
200,0.5744725346221768,0.9733629445425573,High,Low
201,0.27634588318085856,0.9432143574856515,Low,Low
204,0.22096235045742435,0.9632738639798742,High,Low
205,0.9954037649542575,0.9535936052315622,High,High
206,0.2476908866995074,0.902017454210224,High,High
207,0.12353637741568776,0.942551275451989,Medium,High
208,0.18406665173906556,0.9264720276444969,Low,Low
209,0.5625123152709359,0.881047717521778,High,High
210,0.28162785490371695,0.8941490163090526,Low,Medium
211,1.241180092726746,0.8774685627428086,Medium,Medium
212,0.41374540345521404,0.9774579191145275,Low,Low
213,0.281580972906404,0.9503527528528378,Low,Low
214,0.22032606145906639,0.9369345888688462,High,Medium
215,0.35716654035619555,0.9685666203490766,High,Medium
216,0.11570197044334976,0.9482534640548361,Medium,Medium
217,0.15899145791845715,0.9361352386774693,Low,Low
218,0.23054006085192696,0.831547881954389,Low,Medium
219,0.3760578501957813,0.9387796529680074,Medium,Low
220,0.12903868443929295,0.9652019044895729,Medium,Medium
221,0.6928168813944676,0.916622338246829,Medium,Low
222,0.2674243235525095,0.9731079244312206,Low,Low
223,0.18306503635937135,0.3909756451552758,Medium,High
224,0.2290995642288746,0.8883215569840328,High,Medium
225,0.4401146267525578,0.9248533853866844,High,High
226,0.6223130317957905,0.9212323676144282,Medium,Low
227,0.5827928297755884,0.9563923959288761,Low,Low
228,0.322366877785597,0.9380735872322193,Low,Medium
229,0.41406677613574167,0.8760675055529835,High,High
230,0.10688930744711678,0.923139762154398,Low,Low
231,0.11990595611285267,0.9443680898091958,High,Medium
232,1.936079007199697,0.8918065272696355,High,Low
234,0.07544998105342933,0.944389998806063,Low,Medium
235,0.080997735579215,0.9685253279238049,Medium,Low
236,0.12128675921779371,0.5616238626710907,High,High
237,0.07912561576354679,0.9499573088551386,Medium,Medium
238,0.09126770320197045,0.9739378615220575,Medium,Low
239,0.1560737488398658,0.9559636408621156,Low,Medium
240,0.2713516009852217,0.9143464775227503,Low,Low
241,0.45499224594052173,0.905940165604811,High,High
242,0.583908779028853,0.9028218520710505,Medium,Low
243,0.07650104982637489,0.9282787184897074,Low,Medium
244,0.22903764954257566,0.971299042482161,High,Medium
245,0.22537955261245252,0.869806122038482,Low,High
246,0.44155377668308704,0.9428734938876334,High,Medium
248,0.2471520935960591,0.9323261698289352,Low,Low
249,0.2557086412151067,0.895077889110048,Low,Low
250,0.7881935442053409,0.9126204109786695,High,High
251,0.3410848983990148,0.8710569293037296,Medium,High
252,0.6473599137931034,0.947169828368235,High,Medium
253,0.9133996989600438,0.9258849119653243,High,Low
255,1.250344827586207,0.86687933517439,Medium,Low
256,0.12192834230725168,0.9262869876287317,Low,Low
257,0.07352549593928903,0.7656555454382085,Low,High
258,0.44639235004346567,0.9590837861440834,High,Medium
259,0.07908588908310822,0.9412998360649651,Low,Medium
260,0.33063261602281563,0.910293299680015,Medium,Medium
261,0.2543103448275862,0.8548550850083613,High,High
262,0.20465082584758043,0.5398045572043182,High,High
263,0.6814762261726279,0.8183411500945367,Medium,Medium
264,0.32048681541582147,0.8479854168826437,High,High
265,0.22028410056055714,0.8497903474732188,Medium,High
266,0.41984997760859827,0.9461980258942415,Low,Low
267,0.11845051500223917,0.927628052447686,Medium,Medium
268,0.3760030986810742,0.8184822992198809,Low,High
269,0.4687170126671358,0.9128688847135098,High,High
270,0.5843923592914789,0.9656875234181692,Medium,Low
271,0.648508972554539,0.94463204255025,High,Medium
272,0.43462248957938615,0.8508888246284882,Medium,Medium
273,0.19181034482758622,0.9741337884715502,Low,Low
274,0.2054581665640394,0.9706625245416133,Low,Low
275,0.15912209711470796,0.9408254763917565,High,Medium
276,1.5233477011494252,0.9504139667519332,High,Low
277,0.5054914912673533,0.8875723977967928,Low,High
278,0.9316694889162561,0.9321915926988282,High,Low
279,0.13919878296146043,0.978977813007402,High,Low
280,0.28403611323111083,0.9761773197756849,Medium,Low
281,0.7158132815460402,0.9133452619312853,High,Medium
282,0.8575965776510242,0.8996721858622292,High,Low
283,0.2700219365763547,0.9039540727864661,High,High
284,0.5563242538394668,0.8667590729657274,Medium,Medium
285,0.7241594111582084,0.9484034694101031,Medium,Low
286,0.31990782206299445,0.9433463256241801,Low,Low
287,0.07611631972032416,0.9511454011536222,Low,Medium
288,0.1738232074438971,0.9174975959130873,Medium,Medium
289,0.25404567453115545,0.9689293237820292,Low,Low
290,0.19086104269293924,0.9196984045759898,Low,High
291,1.3961754241926656,0.8145504839084593,Medium,Medium
292,0.28423085535154496,0.8331894146985636,High,High
293,0.2108666061705989,0.8719026731497063,Low,Medium
294,0.9034857571214394,0.9265591133792983,High,Low
295,0.71684350132626,0.8889162571276716,Medium,Medium
296,0.12711895102868734,0.8548359635706763,Medium,High
297,0.7009213647144681,0.45168268198668227,High,High
298,0.7799158456486043,0.8909450888870172,High,High
299,0.3819001738626486,0.9588918336707406,Low,Medium
300,0.34161815196297957,0.9713462847288357,High,Medium
301,0.17470317039282557,0.9351010811416731,High,Medium
302,0.17788614333386302,0.9020220203467292,Medium,Medium
303,0.45067521657890264,0.9181315755288074,Medium,Low
304,0.34218859957776204,0.8919573844816302,Low,Low
305,0.19275767336112162,0.9200856042893083,High,Medium
306,0.1526300567248843,0.9541900302027742,Medium,Medium
307,1.388604525862069,0.9085541049914598,High,Medium
308,0.33767973638663284,0.8203201277738789,High,High
309,0.3726600985221675,0.8818098407260876,Low,Low
311,1.2573121921182266,0.8886066575909486,High,Medium
312,0.5301460239268121,0.9269339479973366,High,Low
313,0.2701715644640734,0.9501601428689215,High,Low
314,0.22312631949331455,0.9342644152558253,Low,Low
315,0.38485221674876846,0.7198096494519824,High,High
316,0.33476471350790765,0.48005956447662346,High,High
317,0.1725431926893696,0.9529195553442396,Medium,High
318,0.22080556360475223,0.8530705030499174,Medium,High
319,0.6381740990407052,0.8552478815128632,Low,Medium
320,0.5919897194260012,0.8368480247473025,High,High
321,0.09056266655899217,0.9283205477486224,Low,High
322,0.1553219563687544,0.968203265295397,Low,Low
323,0.27639386475593375,0.8876092800883384,High,Medium
324,0.41897211470795226,0.8730366589480946,High,High
325,0.23380068207654414,0.8724702940433027,High,Medium
326,0.35252463054187194,0.91926782590522,High,Medium
327,0.30123899089416334,0.9708041625416284,Low,Low
328,0.26849343185550084,0.9169770417471155,High,Medium
329,0.8896480674497915,0.9319857357763911,Medium,Low
330,0.32906403940886697,0.9019823844414597,Low,Low
331,0.12528357531760437,0.917021698332913,Medium,Medium
332,0.2272079521463758,0.8833621367490466,High,High
333,0.26320043103448276,0.9550056123555619,High,Low
334,0.4447283287993529,0.9723605513444905,Medium,Low
335,0.25540112596762843,0.9160701407992683,High,Medium
336,0.4538177339901478,0.9142997393724955,Medium,Low
337,0.4768506190919984,0.7764391784577976,Low,High
338,0.14579450139794967,0.8854906487010341,High,High
339,1.1173713738368911,0.8903887159072191,Medium,Low
340,0.19874525559234435,0.9508010565678047,Medium,Medium
341,0.17607142857142857,0.8930537028754213,Low,Low
342,0.2358966464569913,0.9242871984531088,High,Medium
343,0.10135907811400423,0.9150666852043432,Medium,High
344,0.29036330049261083,0.9669818493293911,Medium,Low
345,0.4182498182992813,0.9669646827867864,Medium,Low
346,0.22433740373274128,0.9756782062877861,Low,Low
347,0.28605295566502464,0.8827802875802452,Low,High
348,0.6081829982692052,0.914386508908427,Medium,Medium
349,0.28528667214012043,0.8637123315169906,Medium,Medium
350,0.26229158772262223,0.8922747977608576,High,Medium
351,0.25397447380206,0.5410054195526063,Medium,High
352,0.11607723766149271,0.9174640450656839,Medium,High
353,0.540917487684729,0.9613198673084913,High,Low
354,0.41035177975528364,0.96123470596284,Medium,Medium
355,0.19710772239930457,0.8681633352565272,Low,Medium
356,0.700505672488431,0.9302256570233164,Medium,Low
357,0.21142148081803255,0.9607918982794519,High,Low
358,0.10533148604269295,0.9288185524213908,Medium,High
359,0.15707743226600984,0.932799197461188,Medium,Medium
360,0.5495888288574606,0.9033229262776797,Medium,Low
361,0.15372536945812806,0.9738671850252829,Low,Low
362,0.278687337003767,0.9642833302344634,Medium,Medium
363,0.579243170622481,0.9316753919863219,Low,Medium
364,0.35971300064253586,0.971471354572269,High,Low
365,0.11586617405582923,0.9641101414224722,Low,Low
366,0.4632199696854869,0.9217851058048611,Medium,Low
367,0.8074928701063004,0.9240271853668169,High,Medium
368,0.14615858279651384,0.9641104138815331,Low,Medium
370,0.11051363173093254,0.9639937024095416,Medium,Medium
371,0.6512909042927517,0.8019825768160566,High,High
372,0.3222101174687381,0.9177126435260674,Low,Low
373,0.5370792282430213,0.9005715753698587,High,Medium
374,0.19797231665857212,0.9636029769223511,Low,Medium
375,0.18863916256157637,0.8832291694637019,Medium,High
376,0.469588122605364,0.9469823166668672,Low,Low
377,0.6188186813186813,0.9011185473967591,Low,High
378,0.4135807711907594,0.892660724020427,Low,Low
379,0.13792110281264897,0.8571371164281393,Medium,High
381,0.23272546419098142,0.9493784359324756,Medium,High
382,0.30888238916256155,0.9540669097964828,High,Medium
383,0.29438358828104744,0.9486921730078772,High,Medium
384,1.5120894909688012,0.6412788566638459,Medium,High
385,0.1321808895972182,0.9695381800788422,High,Medium
386,1.5521282327586208,0.9480633123437111,High,Low
387,0.8857348111658457,0.6720756278780333,High,High
388,0.6687526772328123,0.9529275933339767,High,Low
389,0.1013363993226601,0.9434991163166315,Low,Medium
390,0.9925474500144886,0.8831867007482039,Low,Medium
391,0.09571018062397374,0.7346154045529711,Low,High
392,0.5906658739595719,0.8625387399592866,High,High
393,0.2175987898907689,0.9548632172473883,Low,Low
395,0.10384986078389376,0.9796795088432142,Low,Low
396,0.24110712500892412,0.9816286305860166,Low,Low
397,0.5236671698712855,0.9514834401727492,Low,Medium
398,0.31131245601688956,0.9328658975928603,High,High
399,0.30800272695285014,0.7924475530417172,Low,High
400,0.24508336491095112,0.9751266316414658,Low,Low
401,0.16365867619510163,0.9385636618996075,Low,High
402,0.7100779967159276,0.8942039895332682,Medium,Low
403,0.3743321333838575,0.9740870308480872,High,Medium
404,0.5178221562919838,0.9408450211306125,Low,Low
405,0.2026741731175229,0.6688625301020348,Low,High
406,0.17286991424922463,0.9304211414989374,High,Medium
407,0.7287253694581282,0.5158945393073529,High,High
408,0.40179992421371735,0.9687167228429922,Medium,Low
409,0.4226395730706075,0.906920693114239,High,Medium
410,0.21128978779840846,0.8414291326432832,High,High
411,0.3043015482054891,0.9770436659337163,Low,Low
412,0.5591748768472907,0.8115684825983213,Low,High
413,0.18572702564973673,0.845268548880154,High,High
414,0.5757653061224489,0.9305264664266228,Medium,Low
415,0.1689200042835725,0.965680689573927,Low,Medium
416,0.2722884412385644,0.8991619217463753,High,Medium
417,0.1076002814919071,0.7634022689957166,Low,High
418,0.2575584975369458,0.9488453835641668,Low,Low
419,0.13174360400444937,0.8772087147433846,Medium,High
420,0.605649630541872,0.9493007459612911,High,Low
421,0.49121352785145894,0.8909172012239104,High,Medium
422,0.4539657540735127,0.9419320461120733,Low,Low
423,0.09591632755051047,0.974245021751718,Medium,Medium
424,0.7443601656963725,0.904755803082872,Medium,Low
425,0.14280806025558648,0.9531493870176527,Medium,High
426,0.14644573205200676,0.9175149033272352,Low,High
427,0.5045717538804722,0.9602867617366452,Medium,Low
428,0.24532459535538353,0.9719281733773444,High,Medium
429,0.523943728685108,0.922901080374758,Medium,Low
430,0.5088022609574334,0.9525564426256681,High,High
431,0.4639285714285714,0.8892545473277613,Medium,Low
432,0.12194450664278252,0.9173226598810017,Low,High
433,0.08150936706971189,0.6151236266061038,Low,High
434,0.3991174055829228,0.9022305022998517,Medium,Low
435,0.11754145563033376,0.9635983579652876,Medium,Medium
436,0.16645408163265304,0.800265129318022,Medium,High
437,0.4286381362889984,0.9508152911436804,Low,Medium
438,0.33391488779419815,0.46296268941254953,High,High
439,0.27667025862068967,0.3516566015881527,High,High
440,0.7693324096880131,0.9188122718101813,High,Low
441,0.5518934729064039,0.9611052611127827,Low,Low
442,0.797179216514192,0.7348593724270197,High,High
443,0.09629761326580173,0.9780766227086051,Medium,Medium
444,0.4645538693786747,0.9149109161753151,High,Medium
445,0.13063186813186814,0.9717295756446823,Low,Low
446,0.23079470816539782,0.97105946306012,Low,Low
447,0.9159922589725547,0.9407891106232324,High,Low
449,0.0933887101638685,0.9100827239105796,Medium,High
450,0.15994954711584297,0.9015916004570168,High,Medium
451,0.09397671294223017,0.6945191553114475,High,High
452,0.6341698841698843,0.8416303243014694,Medium,High
453,1.3332050492610839,0.9119579527740174,High,Low
454,0.22674418604651161,0.907317164330243,Medium,Medium
455,0.21471954769368562,0.9345161373021306,Low,Low
456,0.285540831194061,0.9759979655454009,Low,Low
458,0.4614488036593948,0.9403575050055566,Medium,Low
459,0.049876847290640396,0.5368831232382817,High,High
460,0.2383939567206193,0.9656898410317828,High,Low
461,0.3265350105559465,0.9777552272756302,High,Medium
462,0.2268785835419527,0.963881260061253,Low,Low
463,0.7541671440027495,0.9433818131478693,Medium,Low
464,0.27198924034223493,0.8892983953773557,High,High
465,0.0904292751583392,0.9779204821821266,Low,Low
466,0.5496595189800058,0.9634887557981988,High,High
467,0.1770857768394714,0.9628917912840415,Low,Low
468,0.806846171070309,0.9452202875887092,Medium,Low
469,0.2647602144305998,0.8287990221302607,High,High
470,0.18711109670728546,0.9603590788847242,Medium,Low
471,0.36544100398780205,0.9406099541642875,Medium,Low
472,0.36408203865100414,0.8509351476601069,Low,Medium
473,0.3438210496400152,0.8982791668601009,Medium,Low
474,0.30068931308155444,0.8899445952821963,High,High
475,0.2008685506870625,0.9131801592570616,High,Medium
476,0.3694581280788177,0.9086908242139539,High,High
477,0.18963782696177062,0.9722379030109569,Low,Low
478,0.5359873129473,0.9619564625343394,Medium,Low
479,0.09062541605645053,0.8918297524314875,Medium,High
480,0.4102189976440351,0.9111749510729901,Low,Low
481,0.5582762469211823,0.9631398531320106,High,Low
483,0.23371848739495799,0.9541781133528874,High,Medium
484,0.16010507284351747,0.9266719526924981,Low,Medium
485,0.34281551377228897,0.9478139462950288,Low,High
486,0.8760651045133806,0.7671063202484446,High,High
487,0.8582412461722806,0.7552440354735936,Medium,High
488,0.5182676518883416,0.9680706816536462,High,High
489,0.19893757811925594,0.9654771646204335,Low,Low
490,0.10791614159697559,0.9444363468345683,Medium,Medium
491,0.516506435722231,0.913170640076163,Medium,Low
492,0.08266625615763547,0.9330519824858063,Low,High
493,0.19264602392681207,0.9564205790464815,Low,Low
494,0.28623188405797106,0.9280459868873455,Low,High
496,0.1618226600985222,0.9602177523929694,Medium,Medium
497,0.21079940596928426,0.9687891661583989,Low,Low
498,0.5047645966244044,0.9530486861606254,Medium,Medium
500,0.20196082204433496,0.8198827755532823,Low,High
501,0.6623752268602541,0.8920183453742571,Medium,Medium
502,0.7244018296973961,0.9388107089058516,High,High
503,0.566744370161858,0.9116781994072664,Medium,Medium
504,0.12361905969284266,0.9742668149361349,Medium,Medium
505,0.22288074712643677,0.9436073057424715,High,Low
506,0.5837332257516563,0.9004073495374859,Medium,Medium
507,-0.09402709359605911,0.6121336506869773,Low,High
508,0.27844827586206894,0.9182363339888678,High,High
509,0.8389778325123153,0.9078587877264324,High,Medium
510,0.3197678758023585,0.9053414825653123,Low,High
511,0.3184482758620689,0.6198162937367837,Low,High
512,0.9267509102591561,0.9379196270927346,High,Low
513,0.8365886699507388,0.8904965492806318,High,Medium
514,0.3178739364084192,0.9071101904477364,Medium,Low
515,0.13934327479117584,0.9379464843549357,Medium,Medium
516,0.27296435815705594,0.9352238392273804,High,Medium
517,0.4318017436859801,0.9780221211232111,Low,Low
518,0.11008282623394186,0.9242515247988163,Medium,Medium
519,0.13339861099895017,0.9428149169915474,Medium,Medium
520,0.17105103771299363,0.9619840390483766,High,Medium
521,0.6692539538501427,0.9077564124130876,Low,Low
522,0.22729371921182265,0.9081295664181553,Medium,Low
523,0.3400361761083744,0.9638165332879268,Medium,Medium
524,0.5162169726824899,0.935351146715163,Medium,Medium
525,0.9209583519928348,0.6993761401657835,Medium,High
526,0.3598182435875657,0.8563520607386498,Medium,Medium
528,0.26441912972085385,0.9074831836254067,High,Medium
529,0.6371805726600985,0.9016255302501665,High,High
530,0.40614532019704436,0.8916518527216654,Low,Low
531,0.2590286330049261,0.9733572231642588,High,Low
532,0.5869489705696602,0.9121859070982931,Low,Low
533,0.21006128995303014,0.8841147733080107,Medium,High
534,0.7757810474462019,0.9001919852930691,High,Medium
535,0.22599081952530228,0.9629511834463211,Low,Low
536,0.3121565934065934,0.8761586143412539,High,High
537,0.8987336688798457,0.9499172440893212,High,Medium
538,0.13697318007662834,0.935772883819812,Medium,Medium
539,0.03475545390570021,0.9338552614892208,Low,High
540,0.11564436675671382,0.6569305548048716,Low,High
541,0.0970020012315271,0.9713795490692478,Low,Low
542,0.09243014616813373,0.953112020849846,Medium,Medium
543,0.09165920286609941,0.9224885787172796,Medium,High
544,0.7963970672471072,0.92716615605754,Medium,Medium
545,0.43124141968828233,0.9669040890533781,Medium,Low
546,0.17135467980295563,0.9136560280455601,High,Medium
547,0.3158323674297305,0.9542382984829012,High,Low
548,0.09503284072249589,0.9315158181020382,Low,Medium
549,0.4127832512315271,0.9023246086076856,Medium,Low
550,0.40198363828289935,0.9175873485109532,High,High
551,0.19065693698992722,0.7822445246591591,Medium,High
552,0.07833185806650246,0.9478311578909023,Low,Medium
553,0.3050228712174525,0.4908353100345262,High,High
554,0.216871921182266,0.8397582811144718,Medium,High
555,0.10792864495257702,0.9670544977277555,Low,Low
556,0.9572557471264368,0.8657748136984893,High,Low
557,0.16213719877512983,0.933940923205017,High,Medium
558,0.48290229885057473,0.8555921393180057,High,High
559,0.11941796958663527,0.9613728984516868,Medium,Medium
560,0.22767857142857142,0.9124803170130821,Medium,Medium
561,0.3198250205254516,0.8813036254140577,High,High
562,0.286695109078114,0.8621590831135624,Medium,High
563,0.08962675255778706,0.9675056097421801,Low,Low
564,0.8314860426929392,0.9450809612839308,High,Low
565,0.35284083344428174,0.9490983040952513,High,Medium
