account_id,Loan,LoanStatus,LoanDate,LoanDuration,LoanPayments,loanAmount
977,NO,NULL,NULL,NULL,NULL,NULL
980,NO,NULL,NULL,NULL,NULL,NULL
1007,NO,NULL,NULL,NULL,NULL,NULL
1009,NO,NULL,NULL,NULL,NULL,NULL
1015,NO,NULL,NULL,NULL,NULL,NULL
1037,NO,NULL,NULL,NULL,NULL,NULL
1043,NO,NULL,NULL,NULL,NULL,NULL
1046,NO,NULL,NULL,NULL,NULL,NULL
1056,NO,NULL,NULL,NULL,NULL,NULL
1076,NO,NULL,NULL,NULL,NULL,NULL
1078,NO,NULL,NULL,NULL,NULL,NULL
1116,NO,NULL,NULL,NULL,NULL,NULL
1120,NO,NULL,NULL,NULL,NULL,NULL
1125,NO,NULL,NULL,NULL,NULL,NULL
1130,NO,NULL,NULL,NULL,NULL,NULL
1132,NO,NULL,NULL,NULL,NULL,NULL
1133,NO,NULL,NULL,NULL,NULL,NULL
1135,NO,NULL,NULL,NULL,NULL,NULL
1194,NO,NULL,NULL,NULL,NULL,NULL
1218,NO,NULL,NULL,NULL,NULL,NULL
1219,NO,NULL,NULL,NULL,NULL,NULL
1220,NO,NULL,NULL,NULL,NULL,NULL
1226,NO,NULL,NULL,NULL,NULL,NULL
1230,NO,NULL,NULL,NULL,NULL,NULL
1238,NO,NULL,NULL,NULL,NULL,NULL
1239,NO,NULL,NULL,NULL,NULL,NULL
1240,NO,NULL,NULL,NULL,NULL,NULL
1243,NO,NULL,NULL,NULL,NULL,NULL
1264,NO,NULL,NULL,NULL,NULL,NULL
1291,NO,NULL,NULL,NULL,NULL,NULL
1299,NO,NULL,NULL,NULL,NULL,NULL
1306,NO,NULL,NULL,NULL,NULL,NULL
1309,NO,NULL,NULL,NULL,NULL,NULL
1310,NO,NULL,NULL,NULL,NULL,NULL
1352,NO,NULL,NULL,NULL,NULL,NULL
1355,NO,NULL,NULL,NULL,NULL,NULL
1362,NO,NULL,NULL,NULL,NULL,NULL
1371,NO,NULL,NULL,NULL,NULL,NULL
1372,NO,NULL,NULL,NULL,NULL,NULL
1377,NO,NULL,NULL,NULL,NULL,NULL
1393,NO,NULL,NULL,NULL,NULL,NULL
1395,NO,NULL,NULL,NULL,NULL,NULL
1401,NO,NULL,NULL,NULL,NULL,NULL
1435,NO,NULL,NULL,NULL,NULL,NULL
1448,NO,NULL,NULL,NULL,NULL,NULL
1471,NO,NULL,NULL,NULL,NULL,NULL
1475,NO,NULL,NULL,NULL,NULL,NULL
1477,NO,NULL,NULL,NULL,NULL,NULL
1494,NO,NULL,NULL,NULL,NULL,NULL
1497,NO,NULL,NULL,NULL,NULL,NULL
1502,NO,NULL,NULL,NULL,NULL,NULL
1504,NO,NULL,NULL,NULL,NULL,NULL
1512,NO,NULL,NULL,NULL,NULL,NULL
1529,NO,NULL,NULL,NULL,NULL,NULL
1534,NO,NULL,NULL,NULL,NULL,NULL
1539,NO,NULL,NULL,NULL,NULL,NULL
1540,NO,NULL,NULL,NULL,NULL,NULL
1542,NO,NULL,NULL,NULL,NULL,NULL
1543,NO,NULL,NULL,NULL,NULL,NULL
1545,NO,NULL,NULL,NULL,NULL,NULL
1550,NO,NULL,NULL,NULL,NULL,NULL
1562,NO,NULL,NULL,NULL,NULL,NULL
1570,NO,NULL,NULL,NULL,NULL,NULL
1575,NO,NULL,NULL,NULL,NULL,NULL
1586,NO,NULL,NULL,NULL,NULL,NULL
1587,NO,NULL,NULL,NULL,NULL,NULL
1600,NO,NULL,NULL,NULL,NULL,NULL
1603,YES,A,1994-02-06,12,6578.00,78936
1613,NO,NULL,NULL,NULL,NULL,NULL
1615,NO,NULL,NULL,NULL,NULL,NULL
1623,NO,NULL,NULL,NULL,NULL,NULL
1625,NO,NULL,NULL,NULL,NULL,NULL
1627,NO,NULL,NULL,NULL,NULL,NULL
1637,NO,NULL,NULL,NULL,NULL,NULL
1644,NO,NULL,NULL,NULL,NULL,NULL
1646,NO,NULL,NULL,NULL,NULL,NULL
1647,NO,NULL,NULL,NULL,NULL,NULL
1653,NO,NULL,NULL,NULL,NULL,NULL
1660,NO,NULL,NULL,NULL,NULL,NULL
1662,NO,NULL,NULL,NULL,NULL,NULL
1674,NO,NULL,NULL,NULL,NULL,NULL
1678,NO,NULL,NULL,NULL,NULL,NULL
1693,NO,NULL,NULL,NULL,NULL,NULL
1701,NO,NULL,NULL,NULL,NULL,NULL
1706,NO,NULL,NULL,NULL,NULL,NULL
1719,NO,NULL,NULL,NULL,NULL,NULL
1730,NO,NULL,NULL,NULL,NULL,NULL
1746,NO,NULL,NULL,NULL,NULL,NULL
1750,NO,NULL,NULL,NULL,NULL,NULL
1780,NO,NULL,NULL,NULL,NULL,NULL
1786,NO,NULL,NULL,NULL,NULL,NULL
1788,NO,NULL,NULL,NULL,NULL,NULL
1791,NO,NULL,NULL,NULL,NULL,NULL
1805,NO,NULL,NULL,NULL,NULL,NULL
1809,NO,NULL,NULL,NULL,NULL,NULL
1828,NO,NULL,NULL,NULL,NULL,NULL
1831,NO,NULL,NULL,NULL,NULL,NULL
1848,NO,NULL,NULL,NULL,NULL,NULL
1865,NO,NULL,NULL,NULL,NULL,NULL
1869,YES,C,1998-01-29,36,1054.00,37944
1876,YES,C,1998-09-10,24,8710.00,209040
1882,NO,NULL,NULL,NULL,NULL,NULL
1890,NO,NULL,NULL,NULL,NULL,NULL
1906,YES,C,1997-10-08,24,1873.00,44952
1907,NO,NULL,NULL,NULL,NULL,NULL
1929,NO,NULL,NULL,NULL,NULL,NULL
1938,NO,NULL,NULL,NULL,NULL,NULL
1990,NO,NULL,NULL,NULL,NULL,NULL
1991,NO,NULL,NULL,NULL,NULL,NULL
1998,NO,NULL,NULL,NULL,NULL,NULL
2002,NO,NULL,NULL,NULL,NULL,NULL
2010,NO,NULL,NULL,NULL,NULL,NULL
2016,NO,NULL,NULL,NULL,NULL,NULL
2050,NO,NULL,NULL,NULL,NULL,NULL
2054,NO,NULL,NULL,NULL,NULL,NULL
2057,NO,NULL,NULL,NULL,NULL,NULL
2063,NO,NULL,NULL,NULL,NULL,NULL
2083,NO,NULL,NULL,NULL,NULL,NULL
2091,NO,NULL,NULL,NULL,NULL,NULL
2092,NO,NULL,NULL,NULL,NULL,NULL
2106,YES,A,1996-10-03,12,8460.00,101520
2126,NO,NULL,NULL,NULL,NULL,NULL
2127,NO,NULL,NULL,NULL,NULL,NULL
2143,YES,C,1996-09-09,36,1985.00,71460
2148,NO,NULL,NULL,NULL,NULL,NULL
2156,NO,NULL,NULL,NULL,NULL,NULL
2159,NO,NULL,NULL,NULL,NULL,NULL
2170,NO,NULL,NULL,NULL,NULL,NULL
2172,NO,NULL,NULL,NULL,NULL,NULL
2175,NO,NULL,NULL,NULL,NULL,NULL
2179,NO,NULL,NULL,NULL,NULL,NULL
2191,NO,NULL,NULL,NULL,NULL,NULL
2199,NO,NULL,NULL,NULL,NULL,NULL
2200,NO,NULL,NULL,NULL,NULL,NULL
2229,NO,NULL,NULL,NULL,NULL,NULL
2232,NO,NULL,NULL,NULL,NULL,NULL
2246,YES,C,1997-02-05,60,6930.00,415800
2252,NO,NULL,NULL,NULL,NULL,NULL
2254,NO,NULL,NULL,NULL,NULL,NULL
2260,NO,NULL,NULL,NULL,NULL,NULL
2261,NO,NULL,NULL,NULL,NULL,NULL
2268,YES,C,1996-07-18,36,561.00,20196
2275,NO,NULL,NULL,NULL,NULL,NULL
2278,NO,NULL,NULL,NULL,NULL,NULL
2281,NO,NULL,NULL,NULL,NULL,NULL
2287,NO,NULL,NULL,NULL,NULL,NULL
2289,NO,NULL,NULL,NULL,NULL,NULL
2299,NO,NULL,NULL,NULL,NULL,NULL
2305,NO,NULL,NULL,NULL,NULL,NULL
2316,NO,NULL,NULL,NULL,NULL,NULL
2324,NO,NULL,NULL,NULL,NULL,NULL
2329,NO,NULL,NULL,NULL,NULL,NULL
2355,NO,NULL,NULL,NULL,NULL,NULL
2372,NO,NULL,NULL,NULL,NULL,NULL
2374,NO,NULL,NULL,NULL,NULL,NULL
2381,NO,NULL,NULL,NULL,NULL,NULL
2390,NO,NULL,NULL,NULL,NULL,NULL
2392,NO,NULL,NULL,NULL,NULL,NULL
2399,NO,NULL,NULL,NULL,NULL,NULL
2407,NO,NULL,NULL,NULL,NULL,NULL
2414,NO,NULL,NULL,NULL,NULL,NULL
2424,NO,NULL,NULL,NULL,NULL,NULL
2437,NO,NULL,NULL,NULL,NULL,NULL
2452,NO,NULL,NULL,NULL,NULL,NULL
2453,NO,NULL,NULL,NULL,NULL,NULL
2460,NO,NULL,NULL,NULL,NULL,NULL
2461,NO,NULL,NULL,NULL,NULL,NULL
2481,NO,NULL,NULL,NULL,NULL,NULL
2482,NO,NULL,NULL,NULL,NULL,NULL
2483,NO,NULL,NULL,NULL,NULL,NULL
2486,YES,A,1994-01-10,12,2043.00,24516
2503,NO,NULL,NULL,NULL,NULL,NULL
2524,NO,NULL,NULL,NULL,NULL,NULL
2545,YES,C,1998-02-13,48,8933.00,428784
2546,NO,NULL,NULL,NULL,NULL,NULL
2570,NO,NULL,NULL,NULL,NULL,NULL
2576,NO,NULL,NULL,NULL,NULL,NULL
2587,NO,NULL,NULL,NULL,NULL,NULL
2591,NO,NULL,NULL,NULL,NULL,NULL
2595,NO,NULL,NULL,NULL,NULL,NULL
2596,NO,NULL,NULL,NULL,NULL,NULL
2598,NO,NULL,NULL,NULL,NULL,NULL
2600,NO,NULL,NULL,NULL,NULL,NULL
2606,NO,NULL,NULL,NULL,NULL,NULL
2607,NO,NULL,NULL,NULL,NULL,NULL
2611,NO,NULL,NULL,NULL,NULL,NULL
2612,NO,NULL,NULL,NULL,NULL,NULL
2616,NO,NULL,NULL,NULL,NULL,NULL
2617,NO,NULL,NULL,NULL,NULL,NULL
2622,YES,C,1998-05-21,24,5681.00,136344
2631,NO,NULL,NULL,NULL,NULL,NULL
2640,NO,NULL,NULL,NULL,NULL,NULL
2644,NO,NULL,NULL,NULL,NULL,NULL
2652,NO,NULL,NULL,NULL,NULL,NULL
2655,NO,NULL,NULL,NULL,NULL,NULL
2656,NO,NULL,NULL,NULL,NULL,NULL
2660,NO,NULL,NULL,NULL,NULL,NULL
2661,NO,NULL,NULL,NULL,NULL,NULL
2671,NO,NULL,NULL,NULL,NULL,NULL
2675,NO,NULL,NULL,NULL,NULL,NULL
2678,NO,NULL,NULL,NULL,NULL,NULL
2696,NO,NULL,NULL,NULL,NULL,NULL
2708,NO,NULL,NULL,NULL,NULL,NULL
2714,NO,NULL,NULL,NULL,NULL,NULL
2727,NO,NULL,NULL,NULL,NULL,NULL
2731,NO,NULL,NULL,NULL,NULL,NULL
2747,NO,NULL,NULL,NULL,NULL,NULL
2749,NO,NULL,NULL,NULL,NULL,NULL
2761,NO,NULL,NULL,NULL,NULL,NULL
2782,NO,NULL,NULL,NULL,NULL,NULL
2787,NO,NULL,NULL,NULL,NULL,NULL
2790,NO,NULL,NULL,NULL,NULL,NULL
2792,NO,NULL,NULL,NULL,NULL,NULL
2802,NO,NULL,NULL,NULL,NULL,NULL
2808,NO,NULL,NULL,NULL,NULL,NULL
2831,NO,NULL,NULL,NULL,NULL,NULL
2846,NO,NULL,NULL,NULL,NULL,NULL
2849,NO,NULL,NULL,NULL,NULL,NULL
2854,NO,NULL,NULL,NULL,NULL,NULL
2865,NO,NULL,NULL,NULL,NULL,NULL
2868,NO,NULL,NULL,NULL,NULL,NULL
2870,NO,NULL,NULL,NULL,NULL,NULL
2872,YES,C,1997-05-19,60,4472.00,268320
2878,NO,NULL,NULL,NULL,NULL,NULL
2884,NO,NULL,NULL,NULL,NULL,NULL
2885,NO,NULL,NULL,NULL,NULL,NULL
2886,NO,NULL,NULL,NULL,NULL,NULL
2901,NO,NULL,NULL,NULL,NULL,NULL
2925,NO,NULL,NULL,NULL,NULL,NULL
2930,NO,NULL,NULL,NULL,NULL,NULL
2934,NO,NULL,NULL,NULL,NULL,NULL
2937,NO,NULL,NULL,NULL,NULL,NULL
2938,NO,NULL,NULL,NULL,NULL,NULL
2949,NO,NULL,NULL,NULL,NULL,NULL
2953,NO,NULL,NULL,NULL,NULL,NULL
2954,NO,NULL,NULL,NULL,NULL,NULL
2962,YES,A,1994-12-21,12,2604.00,31248
2993,NO,NULL,NULL,NULL,NULL,NULL
3001,NO,NULL,NULL,NULL,NULL,NULL
3009,NO,NULL,NULL,NULL,NULL,NULL
3024,NO,NULL,NULL,NULL,NULL,NULL
3039,NO,NULL,NULL,NULL,NULL,NULL
3043,NO,NULL,NULL,NULL,NULL,NULL
3045,NO,NULL,NULL,NULL,NULL,NULL
3059,NO,NULL,NULL,NULL,NULL,NULL
3078,NO,NULL,NULL,NULL,NULL,NULL
3086,NO,NULL,NULL,NULL,NULL,NULL
3090,NO,NULL,NULL,NULL,NULL,NULL
3098,NO,NULL,NULL,NULL,NULL,NULL
3101,NO,NULL,NULL,NULL,NULL,NULL
3103,NO,NULL,NULL,NULL,NULL,NULL
3104,NO,NULL,NULL,NULL,NULL,NULL
3114,NO,NULL,NULL,NULL,NULL,NULL
3120,NO,NULL,NULL,NULL,NULL,NULL
3128,NO,NULL,NULL,NULL,NULL,NULL
3141,NO,NULL,NULL,NULL,NULL,NULL
3152,NO,NULL,NULL,NULL,NULL,NULL
3154,NO,NULL,NULL,NULL,NULL,NULL
3156,NO,NULL,NULL,NULL,NULL,NULL
3170,NO,NULL,NULL,NULL,NULL,NULL
3180,NO,NULL,NULL,NULL,NULL,NULL
3184,NO,NULL,NULL,NULL,NULL,NULL
3190,NO,NULL,NULL,NULL,NULL,NULL
3196,NO,NULL,NULL,NULL,NULL,NULL
3197,NO,NULL,NULL,NULL,NULL,NULL
3205,NO,NULL,NULL,NULL,NULL,NULL
3210,NO,NULL,NULL,NULL,NULL,NULL
3219,NO,NULL,NULL,NULL,NULL,NULL
3223,NO,NULL,NULL,NULL,NULL,NULL
3225,NO,NULL,NULL,NULL,NULL,NULL
3227,NO,NULL,NULL,NULL,NULL,NULL
3230,YES,C,1996-10-04,36,2144.00,77184
3234,NO,NULL,NULL,NULL,NULL,NULL
3243,NO,NULL,NULL,NULL,NULL,NULL
3250,NO,NULL,NULL,NULL,NULL,NULL
3255,NO,NULL,NULL,NULL,NULL,NULL
3259,NO,NULL,NULL,NULL,NULL,NULL
3261,NO,NULL,NULL,NULL,NULL,NULL
3276,NO,NULL,NULL,NULL,NULL,NULL
3280,NO,NULL,NULL,NULL,NULL,NULL
3281,NO,NULL,NULL,NULL,NULL,NULL
3282,NO,NULL,NULL,NULL,NULL,NULL
3289,NO,NULL,NULL,NULL,NULL,NULL
3292,NO,NULL,NULL,NULL,NULL,NULL
3293,YES,C,1998-11-27,36,7669.00,276084
3303,NO,NULL,NULL,NULL,NULL,NULL
3320,NO,NULL,NULL,NULL,NULL,NULL
3328,NO,NULL,NULL,NULL,NULL,NULL
3339,NO,NULL,NULL,NULL,NULL,NULL
3343,NO,NULL,NULL,NULL,NULL,NULL
3346,NO,NULL,NULL,NULL,NULL,NULL
3367,NO,NULL,NULL,NULL,NULL,NULL
3385,NO,NULL,NULL,NULL,NULL,NULL
3392,NO,NULL,NULL,NULL,NULL,NULL
3396,NO,NULL,NULL,NULL,NULL,NULL
3419,NO,NULL,NULL,NULL,NULL,NULL
3432,NO,NULL,NULL,NULL,NULL,NULL
3437,NO,NULL,NULL,NULL,NULL,NULL
3445,NO,NULL,NULL,NULL,NULL,NULL
3449,NO,NULL,NULL,NULL,NULL,NULL
3450,NO,NULL,NULL,NULL,NULL,NULL
3465,NO,NULL,NULL,NULL,NULL,NULL
3503,NO,NULL,NULL,NULL,NULL,NULL
3526,NO,NULL,NULL,NULL,NULL,NULL
3535,NO,NULL,NULL,NULL,NULL,NULL
3563,NO,NULL,NULL,NULL,NULL,NULL
3569,NO,NULL,NULL,NULL,NULL,NULL
3578,NO,NULL,NULL,NULL,NULL,NULL
3585,NO,NULL,NULL,NULL,NULL,NULL
3591,NO,NULL,NULL,NULL,NULL,NULL
3593,NO,NULL,NULL,NULL,NULL,NULL
3597,NO,NULL,NULL,NULL,NULL,NULL
3606,NO,NULL,NULL,NULL,NULL,NULL
3610,NO,NULL,NULL,NULL,NULL,NULL
3631,NO,NULL,NULL,NULL,NULL,NULL
3643,NO,NULL,NULL,NULL,NULL,NULL
3655,NO,NULL,NULL,NULL,NULL,NULL
3664,YES,C,1997-09-20,48,5658.00,271584
3668,NO,NULL,NULL,NULL,NULL,NULL
3677,NO,NULL,NULL,NULL,NULL,NULL
3678,YES,D,1995-02-05,60,5269.00,316140
3696,NO,NULL,NULL,NULL,NULL,NULL
3698,NO,NULL,NULL,NULL,NULL,NULL
3700,NO,NULL,NULL,NULL,NULL,NULL
3710,NO,NULL,NULL,NULL,NULL,NULL
3716,NO,NULL,NULL,NULL,NULL,NULL
3735,NO,NULL,NULL,NULL,NULL,NULL
3739,NO,NULL,NULL,NULL,NULL,NULL
3743,NO,NULL,NULL,NULL,NULL,NULL
3747,YES,A,1995-01-02,12,6365.00,76380
3748,NO,NULL,NULL,NULL,NULL,NULL
3752,YES,A,1995-04-02,12,1547.00,18564
3759,NO,NULL,NULL,NULL,NULL,NULL
3767,NO,NULL,NULL,NULL,NULL,NULL
3776,NO,NULL,NULL,NULL,NULL,NULL
3790,NO,NULL,NULL,NULL,NULL,NULL
3791,NO,NULL,NULL,NULL,NULL,NULL
3801,NO,NULL,NULL,NULL,NULL,NULL
3809,NO,NULL,NULL,NULL,NULL,NULL
3811,NO,NULL,NULL,NULL,NULL,NULL
3813,NO,NULL,NULL,NULL,NULL,NULL
3815,NO,NULL,NULL,NULL,NULL,NULL
3820,NO,NULL,NULL,NULL,NULL,NULL
3827,NO,NULL,NULL,NULL,NULL,NULL
3839,NO,NULL,NULL,NULL,NULL,NULL
3842,NO,NULL,NULL,NULL,NULL,NULL
3851,NO,NULL,NULL,NULL,NULL,NULL
3862,YES,C,1998-09-18,36,2081.00,74916
3867,NO,NULL,NULL,NULL,NULL,NULL
3884,NO,NULL,NULL,NULL,NULL,NULL
3886,NO,NULL,NULL,NULL,NULL,NULL
3891,NO,NULL,NULL,NULL,NULL,NULL
3902,NO,NULL,NULL,NULL,NULL,NULL
3909,NO,NULL,NULL,NULL,NULL,NULL
3917,NO,NULL,NULL,NULL,NULL,NULL
3925,NO,NULL,NULL,NULL,NULL,NULL
3948,NO,NULL,NULL,NULL,NULL,NULL
3953,YES,C,1998-01-04,12,5298.00,63576
3959,NO,NULL,NULL,NULL,NULL,NULL
3985,NO,NULL,NULL,NULL,NULL,NULL
3991,NO,NULL,NULL,NULL,NULL,NULL
3996,NO,NULL,NULL,NULL,NULL,NULL
4034,NO,NULL,NULL,NULL,NULL,NULL
4035,NO,NULL,NULL,NULL,NULL,NULL
4093,NO,NULL,NULL,NULL,NULL,NULL
4144,YES,C,1998-06-21,36,5916.00,212976
4161,NO,NULL,NULL,NULL,NULL,NULL
4173,NO,NULL,NULL,NULL,NULL,NULL
4186,NO,NULL,NULL,NULL,NULL,NULL
4208,NO,NULL,NULL,NULL,NULL,NULL
4214,NO,NULL,NULL,NULL,NULL,NULL
4287,NO,NULL,NULL,NULL,NULL,NULL
4301,NO,NULL,NULL,NULL,NULL,NULL
4329,NO,NULL,NULL,NULL,NULL,NULL
4347,NO,NULL,NULL,NULL,NULL,NULL
4368,NO,NULL,NULL,NULL,NULL,NULL
4616,YES,C,1998-01-12,24,2779.00,66696
4753,NO,NULL,NULL,NULL,NULL,NULL
4994,YES,C,1996-08-03,36,7179.00,258444
4999,YES,C,1997-05-18,36,4588.00,165168
5120,YES,A,1994-08-10,48,6739.00,323472
5125,NO,NULL,NULL,NULL,NULL,NULL
5194,NO,NULL,NULL,NULL,NULL,NULL
5213,YES,D,1996-04-25,48,6687.00,320976
5387,NO,NULL,NULL,NULL,NULL,NULL
5472,NO,NULL,NULL,NULL,NULL,NULL
5505,NO,NULL,NULL,NULL,NULL,NULL
5698,YES,C,1998-11-21,36,2756.00,99216
5774,YES,A,1995-11-28,24,1299.00,31176
5991,YES,A,1994-11-03,48,1272.00,61056
6040,YES,A,1994-10-02,24,489.00,11736
6061,YES,C,1998-05-28,12,429.00,5148
6118,YES,B,1995-01-08,36,7518.00,270648
6321,NO,NULL,NULL,NULL,NULL,NULL
6434,YES,A,1996-11-11,24,4589.00,110136
6440,YES,A,1997-06-17,12,2881.00,34572
6592,YES,C,1997-08-24,60,6511.00,390660
6649,YES,C,1997-05-22,60,1671.00,100260
6792,YES,A,1997-03-17,12,1432.00,17184
6806,NO,NULL,NULL,NULL,NULL,NULL
7099,YES,C,1998-06-10,48,4882.00,234336
7133,YES,A,1994-11-06,36,1352.00,48672
7176,YES,C,1997-11-30,60,3399.00,203940
7401,YES,A,1994-01-05,24,3373.00,80952
7449,NO,NULL,NULL,NULL,NULL,NULL
7465,NO,NULL,NULL,NULL,NULL,NULL
7607,YES,A,1995-03-27,24,1322.00,31728
7674,YES,C,1997-03-21,24,3937.00,94488
7844,YES,A,1994-06-25,24,3816.00,91584
8041,YES,A,1994-11-06,36,3900.00,140400
8051,YES,A,1994-06-01,48,4340.00,208320
8327,YES,C,1996-03-10,48,5161.00,247728
8558,YES,C,1994-06-14,60,4806.00,288360
8759,NO,NULL,NULL,NULL,NULL,NULL
8772,YES,C,1997-06-19,48,1839.00,88272
8784,YES,C,1998-04-28,24,3098.00,74352
8899,YES,C,1995-12-25,60,2089.00,125340
8926,YES,C,1998-01-23,60,9444.00,566640
8957,NO,NULL,NULL,NULL,NULL,NULL
9024,YES,C,1996-10-04,48,1472.00,70656
9034,YES,A,1993-12-16,12,3179.00,38148
9037,YES,C,1998-09-15,48,6707.00,321936
9041,NO,NULL,NULL,NULL,NULL,NULL
9192,NO,NULL,NULL,NULL,NULL,NULL
9265,YES,A,1994-07-11,12,3298.00,39576
9377,YES,C,1997-04-29,24,4164.00,99936
9403,YES,A,1994-08-05,36,3358.00,120888
9472,YES,A,1995-05-08,12,3033.00,36396
9510,YES,C,1996-11-22,36,6341.00,228276
9560,YES,C,1998-03-15,36,4363.00,157068
9640,YES,A,1995-01-11,24,3184.00,76416
9646,YES,C,1998-04-02,48,5814.00,279072
9883,NO,NULL,NULL,NULL,NULL,NULL
9897,YES,A,1995-09-22,12,3014.00,36168
10022,YES,C,1998-01-03,48,4543.00,218064
10036,NO,NULL,NULL,NULL,NULL,NULL
10068,YES,A,1997-07-28,12,6484.00,77808
10093,YES,A,1995-10-20,36,6436.00,231696
10131,YES,B,1994-05-02,36,5983.00,215388
