account_id,ORDERS,Sipo_Order,Uver_Order,Leasing_Order,Pojistne_Order,Other_Order,TotalOrder
399,yes,6009.0,0.0,3090.5,0.0,0.0,9099.5
403,yes,2401.0,0.0,0.0,0.0,0.0,2401.0
409,yes,6810.0,0.0,0.0,0.0,0.0,6810.0
414,yes,7870.0,0.0,0.0,0.0,0.0,7870.0
426,yes,7497.0,4201.2,0.0,0.0,886.0,12584.2
428,yes,3987.0,0.0,0.0,0.0,0.0,3987.0
434,yes,5666.0,0.0,0.0,0.0,1637.0,7303.0
460,yes,3554.0,0.0,0.0,0.0,0.0,3554.0
477,yes,2660.0,0.0,0.0,463.0,254.0,3377.0
479,yes,2064.0,0.0,0.0,0.0,0.0,2064.0
484,yes,1652.0,0.0,0.0,108.0,3407.0,5167.0
498,No,NULL,NULL,NULL,NULL,NULL,NULL
502,yes,2498.0,0.0,0.0,0.0,0.0,2498.0
503,yes,7175.0,0.0,1746.0,0.0,0.0,8921.0
510,yes,2442.0,0.0,0.0,1043.0,1319.0,4804.0
523,No,NULL,NULL,NULL,NULL,NULL,NULL
534,yes,1747.0,0.0,0.0,1341.0,713.0,3801.0
542,yes,2750.0,0.0,0.0,0.0,0.0,2750.0
557,yes,2050.0,0.0,0.0,0.0,0.0,2050.0
573,yes,0.0,0.0,2249.0,0.0,0.0,2249.0
579,yes,2771.0,0.0,0.0,0.0,1065.0,3836.0
589,yes,5746.0,0.0,0.0,0.0,0.0,5746.0
591,yes,2788.0,0.0,0.0,0.0,0.0,2788.0
598,yes,7781.0,0.0,0.0,0.0,0.0,7781.0
612,yes,1936.0,0.0,0.0,0.0,0.0,1936.0
618,yes,747.0,0.0,0.0,0.0,3035.0,3782.0
619,yes,1729.0,0.0,0.0,0.0,6538.0,8267.0
623,yes,419.0,0.0,0.0,0.0,1653.0,2072.0
639,yes,2046.0,0.0,0.0,0.0,0.0,2046.0
647,yes,6465.0,0.0,0.0,0.0,0.0,6465.0
664,yes,2997.0,0.0,0.0,0.0,0.0,2997.0
689,yes,4989.0,0.0,3847.2,17.0,1404.0,10257.2
699,No,NULL,NULL,NULL,NULL,NULL,NULL
718,yes,726.0,6412.0,0.0,6041.0,7122.0,20301.0
754,yes,3083.0,0.0,0.0,0.0,0.0,3083.0
760,yes,3403.0,0.0,0.0,909.0,894.0,5206.0
763,yes,7417.0,0.0,0.0,0.0,0.0,7417.0
764,yes,2360.0,0.0,0.0,0.0,0.0,2360.0
774,No,NULL,NULL,NULL,NULL,NULL,NULL
775,yes,1168.0,0.0,0.0,0.0,2439.0,3607.0
783,yes,3242.0,0.0,0.0,0.0,0.0,3242.0
796,No,NULL,NULL,NULL,NULL,NULL,NULL
798,yes,2182.0,0.0,0.0,0.0,0.0,2182.0
812,yes,9128.0,0.0,0.0,0.0,0.0,9128.0
828,yes,8852.0,0.0,0.0,0.0,0.0,8852.0
841,yes,2109.0,0.0,0.0,0.0,0.0,2109.0
849,No,NULL,NULL,NULL,NULL,NULL,NULL
853,yes,4673.0,0.0,0.0,0.0,1378.0,6051.0
855,yes,6608.0,0.0,0.0,0.0,0.0,6608.0
860,yes,8071.0,0.0,0.0,0.0,0.0,8071.0
868,yes,3239.0,0.0,0.0,0.0,3119.0,6358.0
871,yes,5168.0,0.0,0.0,0.0,0.0,5168.0
877,yes,2115.0,0.0,0.0,0.0,1513.0,3628.0
883,yes,6195.0,0.0,0.0,455.0,1756.0,8406.0
885,yes,872.0,0.0,0.0,0.0,2420.0,3292.0
886,yes,9034.0,0.0,0.0,0.0,0.0,9034.0
887,yes,3009.0,0.0,0.0,0.0,0.0,3009.0
904,No,NULL,NULL,NULL,NULL,NULL,NULL
910,yes,1937.0,0.0,0.0,0.0,0.0,1937.0
916,yes,5299.0,0.0,0.0,0.0,0.0,5299.0
943,yes,2144.0,0.0,0.0,0.0,0.0,2144.0
959,yes,2759.0,0.0,0.0,0.0,0.0,2759.0
961,yes,8255.0,0.0,0.0,0.0,0.0,8255.0
975,yes,3550.0,0.0,0.0,0.0,0.0,3550.0
977,yes,6846.0,0.0,0.0,0.0,0.0,6846.0
980,yes,3632.0,0.0,0.0,0.0,2889.0,6521.0
1007,No,NULL,NULL,NULL,NULL,NULL,NULL
1009,yes,7521.0,0.0,0.0,0.0,0.0,7521.0
1015,yes,3925.0,0.0,0.0,0.0,0.0,3925.0
1037,yes,1062.0,0.0,0.0,1157.0,1002.0,3221.0
1043,yes,6433.0,0.0,0.0,0.0,0.0,6433.0
1046,yes,7399.0,0.0,0.0,0.0,0.0,7399.0
1056,yes,5692.0,0.0,2531.7,0.0,0.0,8223.7
1076,yes,2640.0,0.0,0.0,0.0,4447.0,7087.0
1078,yes,3423.0,0.0,0.0,0.0,0.0,3423.0
1116,yes,8086.0,0.0,0.0,0.0,0.0,8086.0
1120,yes,2703.0,0.0,0.0,0.0,0.0,2703.0
1125,yes,11827.0,7895.0,0.0,1.0,238.0,19961.0
1130,yes,2241.0,0.0,0.0,0.0,0.0,2241.0
1132,No,NULL,NULL,NULL,NULL,NULL,NULL
1133,yes,2998.0,0.0,0.0,0.0,0.0,2998.0
1135,yes,1735.0,0.0,0.0,0.0,0.0,1735.0
1194,yes,3171.0,0.0,0.0,0.0,0.0,3171.0
1218,yes,0.0,0.0,3213.4,0.0,0.0,3213.4
1219,yes,3986.0,0.0,0.0,0.0,0.0,3986.0
1220,yes,2770.0,0.0,0.0,0.0,0.0,2770.0
1226,yes,3826.0,0.0,0.0,0.0,0.0,3826.0
1230,yes,0.0,0.0,3213.4,0.0,0.0,3213.4
1238,yes,2256.0,0.0,0.0,0.0,0.0,2256.0
1239,yes,3744.0,0.0,0.0,0.0,0.0,3744.0
1240,yes,4353.0,0.0,0.0,0.0,0.0,4353.0
1243,No,NULL,NULL,NULL,NULL,NULL,NULL
1264,yes,6605.0,0.0,0.0,0.0,0.0,6605.0
1291,yes,1668.0,0.0,0.0,0.0,0.0,1668.0
1299,yes,317.0,0.0,0.0,0.0,2291.0,2608.0
1306,yes,5023.0,0.0,0.0,1888.0,942.0,7853.0
1309,yes,10199.0,0.0,2600.0,0.0,0.0,12799.0
1310,No,NULL,NULL,NULL,NULL,NULL,NULL
1352,yes,2976.0,0.0,0.0,370.0,3658.0,7004.0
1355,yes,3606.0,0.0,0.0,0.0,0.0,3606.0
1362,No,NULL,NULL,NULL,NULL,NULL,NULL
1371,yes,3074.0,0.0,0.0,0.0,0.0,3074.0
1372,No,NULL,NULL,NULL,NULL,NULL,NULL
1377,yes,2272.0,0.0,0.0,0.0,0.0,2272.0
1393,yes,5254.0,0.0,0.0,0.0,0.0,5254.0
1395,yes,3432.0,0.0,0.0,0.0,0.0,3432.0
1401,yes,2463.0,0.0,0.0,0.0,0.0,2463.0
1435,yes,7949.0,0.0,0.0,0.0,0.0,7949.0
1448,yes,0.0,7156.0,0.0,0.0,0.0,7156.0
1471,yes,7823.0,0.0,0.0,176.0,12.0,8011.0
1475,No,NULL,NULL,NULL,NULL,NULL,NULL
1477,yes,2100.0,0.0,0.0,0.0,0.0,2100.0
1494,No,NULL,NULL,NULL,NULL,NULL,NULL
1497,yes,261.0,0.0,0.0,0.0,5463.0,5724.0
1502,yes,7338.0,0.0,0.0,0.0,0.0,7338.0
1504,yes,619.0,0.0,0.0,0.0,4887.0,5506.0
1512,yes,8822.0,0.0,0.0,0.0,0.0,8822.0
1529,yes,1059.0,0.0,0.0,77.0,1463.0,2599.0
1534,yes,7451.0,0.0,0.0,0.0,2155.0,9606.0
1539,No,NULL,NULL,NULL,NULL,NULL,NULL
1540,yes,4540.0,0.0,1164.0,0.0,3057.0,8761.0
1542,yes,2655.0,0.0,0.0,0.0,0.0,2655.0
1543,No,NULL,NULL,NULL,NULL,NULL,NULL
1545,yes,2625.0,0.0,0.0,0.0,1112.0,3737.0
1550,yes,4708.0,0.0,0.0,0.0,0.0,4708.0
1562,yes,1933.0,0.0,0.0,0.0,0.0,1933.0
1570,yes,2865.0,0.0,0.0,0.0,0.0,2865.0
1575,yes,2998.0,0.0,0.0,0.0,0.0,2998.0
1586,yes,5504.0,0.0,0.0,0.0,0.0,5504.0
1587,No,NULL,NULL,NULL,NULL,NULL,NULL
1600,yes,3234.0,0.0,0.0,0.0,0.0,3234.0
1603,yes,2359.0,6578.0,0.0,0.0,1187.0,10124.0
1613,yes,3628.0,0.0,0.0,0.0,0.0,3628.0
1615,yes,3124.0,0.0,0.0,0.0,0.0,3124.0
1623,yes,9160.0,0.0,0.0,0.0,0.0,9160.0
1625,yes,185.0,0.0,0.0,679.0,3249.0,4113.0
1627,No,NULL,NULL,NULL,NULL,NULL,NULL
1637,yes,3343.0,0.0,0.0,0.0,0.0,3343.0
1644,yes,2534.0,0.0,0.0,17.0,1022.0,3573.0
1646,yes,6521.0,0.0,0.0,0.0,1651.0,8172.0
1647,yes,2412.0,0.0,0.0,12.0,1199.0,3623.0
1653,yes,4656.0,0.0,0.0,0.0,0.0,4656.0
1660,yes,0.0,0.0,2372.6,0.0,0.0,2372.6
1662,yes,9626.0,0.0,0.0,0.0,0.0,9626.0
1674,yes,3804.0,0.0,0.0,0.0,0.0,3804.0
1678,yes,2952.0,0.0,0.0,0.0,1778.0,4730.0
1693,yes,11276.0,0.0,2482.0,0.0,0.0,13758.0
1701,yes,7571.0,0.0,4425.3,0.0,0.0,11996.3
1706,yes,2058.0,0.0,0.0,0.0,0.0,2058.0
1719,yes,2768.0,0.0,0.0,0.0,0.0,2768.0
1730,yes,1978.0,0.0,0.0,0.0,0.0,1978.0
1746,No,NULL,NULL,NULL,NULL,NULL,NULL
1750,yes,4028.0,0.0,0.0,0.0,5517.0,9545.0
1780,yes,5429.0,0.0,0.0,0.0,0.0,5429.0
1786,yes,8818.0,0.0,0.0,0.0,0.0,8818.0
1788,No,NULL,NULL,NULL,NULL,NULL,NULL
1791,yes,6956.0,0.0,0.0,0.0,0.0,6956.0
1805,yes,3110.0,0.0,2693.0,0.0,0.0,5803.0
1809,yes,6269.0,0.0,0.0,6860.0,183.0,13312.0
1828,yes,4036.0,0.0,2394.5,153.0,3111.0,9694.5
1831,yes,2047.0,0.0,0.0,0.0,0.0,2047.0
1848,yes,3473.0,0.0,0.0,0.0,0.0,3473.0
1865,yes,1915.0,0.0,0.0,0.0,0.0,1915.0
1869,yes,0.0,1054.0,0.0,0.0,0.0,1054.0
1876,yes,2329.0,8710.0,0.0,0.0,723.0,11762.0
1882,yes,1907.0,0.0,0.0,60.0,1936.0,3903.0
1890,No,NULL,NULL,NULL,NULL,NULL,NULL
1906,yes,7355.0,1872.8,0.0,0.0,158.0,9385.8
1907,yes,8181.0,0.0,0.0,0.0,594.0,8775.0
1929,yes,2027.0,0.0,0.0,0.0,0.0,2027.0
1938,yes,6646.0,0.0,586.0,0.0,0.0,7232.0
1990,yes,2168.0,0.0,0.0,0.0,0.0,2168.0
1991,yes,2857.0,0.0,0.0,341.0,4312.0,7510.0
1998,No,NULL,NULL,NULL,NULL,NULL,NULL
2002,yes,3688.0,0.0,0.0,0.0,0.0,3688.0
2010,yes,3876.0,0.0,0.0,0.0,0.0,3876.0
2016,yes,741.0,0.0,0.0,157.0,1069.0,1967.0
2050,yes,3564.0,0.0,0.0,197.0,5943.0,9704.0
2054,yes,1488.0,0.0,0.0,2802.0,4448.0,8738.0
2057,yes,3573.0,0.0,0.0,769.0,1072.0,5414.0
2063,yes,1542.0,0.0,0.0,0.0,0.0,1542.0
2083,yes,8282.0,0.0,0.0,0.0,0.0,8282.0
2091,No,NULL,NULL,NULL,NULL,NULL,NULL
2092,yes,7598.0,0.0,0.0,0.0,0.0,7598.0
2106,yes,3468.0,8460.0,0.0,0.0,0.0,11928.0
2126,No,NULL,NULL,NULL,NULL,NULL,NULL
2127,yes,1995.0,0.0,0.0,0.0,0.0,1995.0
2143,yes,7264.0,1985.0,0.0,0.0,0.0,9249.0
2148,yes,2301.0,0.0,0.0,0.0,69.0,2370.0
2156,yes,9921.0,0.0,0.0,0.0,0.0,9921.0
2159,yes,1118.0,0.0,0.0,0.0,7601.0,8719.0
2170,yes,4838.0,0.0,0.0,6011.0,1468.0,12317.0
2172,yes,3413.0,0.0,0.0,0.0,0.0,3413.0
2175,No,NULL,NULL,NULL,NULL,NULL,NULL
2179,yes,2386.0,0.0,0.0,240.0,3728.0,6354.0
2191,yes,6762.0,0.0,0.0,0.0,0.0,6762.0
2199,yes,668.0,0.0,0.0,0.0,1830.0,2498.0
2200,yes,0.0,0.0,397.0,0.0,0.0,397.0
2229,yes,9605.0,0.0,0.0,0.0,0.0,9605.0
2232,yes,4916.0,0.0,0.0,0.0,0.0,4916.0
2246,yes,0.0,6930.0,0.0,0.0,0.0,6930.0
2252,yes,637.0,0.0,0.0,0.0,1469.0,2106.0
2254,yes,8879.0,0.0,4349.3,0.0,1488.0,14716.3
2260,No,NULL,NULL,NULL,NULL,NULL,NULL
2261,No,NULL,NULL,NULL,NULL,NULL,NULL
2268,yes,5742.0,561.0,0.0,0.0,0.0,6303.0
2275,yes,6531.0,0.0,0.0,0.0,0.0,6531.0
2278,yes,1145.0,0.0,0.0,0.0,7377.0,8522.0
2281,yes,5720.0,0.0,0.0,0.0,0.0,5720.0
2287,yes,6275.0,0.0,0.0,0.0,0.0,6275.0
2289,yes,5309.0,0.0,0.0,0.0,0.0,5309.0
2299,No,NULL,NULL,NULL,NULL,NULL,NULL
2305,No,NULL,NULL,NULL,NULL,NULL,NULL
2316,yes,2111.0,0.0,0.0,0.0,15.0,2126.0
2324,yes,4151.0,0.0,0.0,0.0,0.0,4151.0
2329,yes,4400.0,0.0,0.0,0.0,0.0,4400.0
2355,No,NULL,NULL,NULL,NULL,NULL,NULL
2372,yes,108.0,0.0,0.0,107.0,2077.0,2292.0
2374,yes,2331.0,0.0,0.0,0.0,0.0,2331.0
2381,yes,9358.0,0.0,0.0,0.0,0.0,9358.0
2390,yes,2206.0,0.0,2353.0,0.0,11464.0,16023.0
2392,No,NULL,NULL,NULL,NULL,NULL,NULL
2399,No,NULL,NULL,NULL,NULL,NULL,NULL
2407,yes,7292.0,0.0,0.0,0.0,0.0,7292.0
2414,yes,465.0,0.0,0.0,0.0,1501.0,1966.0
2424,yes,14138.0,0.0,0.0,0.0,0.0,14138.0
2437,yes,656.0,0.0,0.0,0.0,1338.0,1994.0
2452,yes,3244.0,0.0,0.0,0.0,0.0,3244.0
2453,yes,2190.0,0.0,0.0,0.0,0.0,2190.0
2460,yes,0.0,0.0,435.0,0.0,0.0,435.0
2461,No,NULL,NULL,NULL,NULL,NULL,NULL
2481,No,NULL,NULL,NULL,NULL,NULL,NULL
2482,yes,7381.0,0.0,1721.0,85.0,182.0,9369.0
2483,yes,4996.0,0.0,0.0,0.0,4926.0,9922.0
2486,yes,0.0,2043.0,0.0,0.0,0.0,2043.0
2503,yes,6279.0,0.0,0.0,0.0,0.0,6279.0
2524,yes,2550.0,0.0,0.0,0.0,0.0,2550.0
2545,yes,2637.0,8933.0,0.0,713.0,671.0,12954.0
2546,yes,2985.0,0.0,4896.5,480.0,1152.0,9513.5
2570,yes,2051.0,0.0,0.0,0.0,0.0,2051.0
2576,yes,8106.0,0.0,0.0,0.0,0.0,8106.0
2587,No,NULL,NULL,NULL,NULL,NULL,NULL
2591,yes,3301.0,0.0,0.0,0.0,0.0,3301.0
2595,yes,3481.0,0.0,0.0,0.0,0.0,3481.0
2596,yes,2285.0,0.0,0.0,0.0,0.0,2285.0
2598,No,NULL,NULL,NULL,NULL,NULL,NULL
2600,yes,4379.0,0.0,0.0,0.0,0.0,4379.0
2606,yes,2474.0,0.0,0.0,0.0,0.0,2474.0
2607,yes,1433.0,0.0,1570.0,882.0,755.0,4640.0
2611,No,NULL,NULL,NULL,NULL,NULL,NULL
2612,yes,0.0,0.0,2259.5,0.0,0.0,2259.5
2616,yes,8188.0,0.0,0.0,0.0,0.0,8188.0
2617,yes,166.0,0.0,0.0,0.0,1867.0,2033.0
2622,yes,7067.0,5681.0,0.0,0.0,0.0,12748.0
2631,yes,2125.0,0.0,0.0,0.0,0.0,2125.0
2640,yes,8872.0,0.0,0.0,0.0,0.0,8872.0
2644,yes,2687.0,0.0,0.0,0.0,0.0,2687.0
2652,yes,1735.0,0.0,0.0,0.0,6351.0,8086.0
2655,yes,2900.0,0.0,2216.0,1339.0,89.0,6544.0
2656,yes,2127.0,0.0,0.0,0.0,0.0,2127.0
2660,No,NULL,NULL,NULL,NULL,NULL,NULL
2661,yes,4764.0,0.0,0.0,0.0,0.0,4764.0
2671,yes,1984.0,0.0,0.0,0.0,0.0,1984.0
2675,No,NULL,NULL,NULL,NULL,NULL,NULL
2678,yes,0.0,0.0,3793.0,0.0,0.0,3793.0
2696,yes,3115.0,0.0,0.0,0.0,0.0,3115.0
2708,No,NULL,NULL,NULL,NULL,NULL,NULL
2714,No,NULL,NULL,NULL,NULL,NULL,NULL
2727,No,NULL,NULL,NULL,NULL,NULL,NULL
2731,yes,5044.0,0.0,0.0,0.0,0.0,5044.0
2747,yes,3826.0,0.0,0.0,0.0,0.0,3826.0
2749,yes,14520.0,0.0,0.0,0.0,0.0,14520.0
2761,yes,6238.0,0.0,0.0,0.0,0.0,6238.0
2782,yes,0.0,0.0,2602.8,0.0,0.0,2602.8
2787,yes,8356.0,0.0,0.0,0.0,0.0,8356.0
2790,yes,8862.0,0.0,0.0,0.0,0.0,8862.0
2792,yes,2327.0,0.0,0.0,0.0,0.0,2327.0
2802,yes,2412.0,0.0,0.0,0.0,0.0,2412.0
2808,No,NULL,NULL,NULL,NULL,NULL,NULL
2831,yes,3586.0,0.0,0.0,363.0,1207.0,5156.0
2846,yes,2457.0,0.0,0.0,0.0,0.0,2457.0
2849,yes,2704.0,0.0,0.0,0.0,0.0,2704.0
2854,yes,4186.0,0.0,0.0,0.0,0.0,4186.0
2865,yes,3482.0,0.0,0.0,2.0,9.0,3493.0
2868,yes,3306.0,0.0,0.0,0.0,0.0,3306.0
2870,yes,5851.0,0.0,0.0,0.0,0.0,5851.0
2872,yes,4040.0,4472.0,0.0,0.0,4059.0,12571.0
2878,yes,3192.0,0.0,0.0,0.0,0.0,3192.0
2884,yes,3854.0,0.0,0.0,0.0,0.0,3854.0
2885,yes,7905.0,0.0,0.0,0.0,0.0,7905.0
2886,yes,3472.0,0.0,0.0,0.0,0.0,3472.0
2901,yes,4936.0,0.0,0.0,0.0,0.0,4936.0
2925,yes,4297.0,0.0,0.0,0.0,0.0,4297.0
2930,yes,12032.0,0.0,0.0,0.0,0.0,12032.0
2934,No,NULL,NULL,NULL,NULL,NULL,NULL
2937,yes,3230.0,0.0,0.0,0.0,0.0,3230.0
2938,yes,1996.0,0.0,3658.3,6758.0,2288.0,14700.3
2949,yes,2051.0,0.0,0.0,0.0,0.0,2051.0
2953,yes,580.0,0.0,1515.0,0.0,2848.0,4943.0
2954,yes,8306.0,0.0,0.0,0.0,0.0,8306.0
2962,yes,0.0,2604.5,0.0,0.0,0.0,2604.5
2993,No,NULL,NULL,NULL,NULL,NULL,NULL
3001,No,NULL,NULL,NULL,NULL,NULL,NULL
3009,yes,2739.0,0.0,0.0,0.0,0.0,2739.0
3024,yes,2261.0,0.0,0.0,0.0,0.0,2261.0
3039,yes,5035.0,0.0,0.0,0.0,1233.0,6268.0
3043,yes,2768.0,0.0,0.0,0.0,0.0,2768.0
3045,yes,2366.0,0.0,0.0,0.0,0.0,2366.0
3059,yes,1433.0,0.0,0.0,529.0,1758.0,3720.0
3078,yes,2232.0,0.0,0.0,0.0,0.0,2232.0
3086,yes,5022.0,0.0,0.0,0.0,0.0,5022.0
3090,yes,6829.0,0.0,4225.2,640.0,722.0,12416.2
3098,yes,4605.0,0.0,0.0,0.0,0.0,4605.0
3101,yes,1938.0,0.0,0.0,0.0,0.0,1938.0
3103,yes,9388.0,0.0,0.0,4244.0,776.0,14408.0
3104,yes,2004.0,0.0,0.0,0.0,0.0,2004.0
3114,No,NULL,NULL,NULL,NULL,NULL,NULL
3120,yes,2904.0,0.0,0.0,0.0,0.0,2904.0
3128,No,NULL,NULL,NULL,NULL,NULL,NULL
3141,yes,9905.0,0.0,1087.0,0.0,0.0,10992.0
3152,yes,6339.0,0.0,0.0,0.0,0.0,6339.0
3154,yes,3609.0,0.0,0.0,0.0,515.0,4124.0
3156,yes,0.0,0.0,1087.0,0.0,0.0,1087.0
3170,yes,4187.0,0.0,0.0,0.0,0.0,4187.0
3180,yes,1210.0,0.0,0.0,0.0,1954.0,3164.0
3184,yes,3410.0,0.0,0.0,0.0,0.0,3410.0
3190,yes,3085.0,0.0,0.0,0.0,0.0,3085.0
3196,yes,2389.0,0.0,0.0,0.0,0.0,2389.0
3197,yes,2008.0,0.0,0.0,0.0,0.0,2008.0
3205,yes,1564.0,0.0,0.0,0.0,0.0,1564.0
3210,yes,7388.0,0.0,0.0,0.0,0.0,7388.0
3219,yes,8811.0,0.0,0.0,0.0,0.0,8811.0
3223,No,NULL,NULL,NULL,NULL,NULL,NULL
3225,yes,8030.0,0.0,0.0,0.0,0.0,8030.0
3227,yes,2743.0,0.0,1721.0,4742.0,1662.0,10868.0
3230,yes,0.0,2144.0,0.0,0.0,0.0,2144.0
3234,yes,2659.0,0.0,0.0,0.0,0.0,2659.0
3243,yes,3886.0,0.0,0.0,0.0,0.0,3886.0
3250,yes,1880.0,0.0,0.0,0.0,0.0,1880.0
3255,No,NULL,NULL,NULL,NULL,NULL,NULL
3259,yes,912.0,0.0,0.0,0.0,1350.0,2262.0
3261,yes,3647.0,0.0,0.0,0.0,2197.0,5844.0
3276,yes,1722.0,0.0,0.0,1017.0,929.0,3668.0
3280,yes,1726.0,0.0,0.0,0.0,2671.0,4397.0
3281,yes,3594.0,0.0,0.0,0.0,0.0,3594.0
3282,No,NULL,NULL,NULL,NULL,NULL,NULL
3289,yes,3419.0,0.0,0.0,0.0,3841.0,7260.0
3292,yes,3170.0,0.0,0.0,0.0,0.0,3170.0
3293,yes,3231.0,7668.7,0.0,58.0,788.0,11745.7
3303,No,NULL,NULL,NULL,NULL,NULL,NULL
3320,yes,2075.0,0.0,0.0,0.0,0.0,2075.0
3328,yes,3300.0,0.0,0.0,0.0,0.0,3300.0
3339,yes,3354.0,0.0,0.0,0.0,0.0,3354.0
3343,yes,2212.0,0.0,0.0,0.0,7661.0,9873.0
3346,yes,2276.0,0.0,0.0,0.0,4930.0,7206.0
3367,yes,904.0,0.0,0.0,0.0,2119.0,3023.0
3385,yes,3454.0,0.0,0.0,0.0,0.0,3454.0
3392,yes,6139.0,0.0,0.0,0.0,0.0,6139.0
3396,No,NULL,NULL,NULL,NULL,NULL,NULL
3419,yes,4910.0,0.0,0.0,2456.0,532.0,7898.0
3432,yes,2734.0,0.0,0.0,0.0,0.0,2734.0
3437,yes,478.0,0.0,0.0,0.0,6761.0,7239.0
3445,No,NULL,NULL,NULL,NULL,NULL,NULL
3449,No,NULL,NULL,NULL,NULL,NULL,NULL
3450,No,NULL,NULL,NULL,NULL,NULL,NULL
3465,yes,4543.0,0.0,0.0,0.0,0.0,4543.0
3503,No,NULL,NULL,NULL,NULL,NULL,NULL
3526,yes,4559.0,0.0,0.0,0.0,0.0,4559.0
3535,yes,2131.0,0.0,0.0,0.0,0.0,2131.0
3563,No,NULL,NULL,NULL,NULL,NULL,NULL
3569,No,NULL,NULL,NULL,NULL,NULL,NULL
3578,yes,4051.0,0.0,0.0,0.0,0.0,4051.0
3585,yes,2862.0,0.0,0.0,0.0,0.0,2862.0
3591,yes,4261.0,0.0,0.0,0.0,0.0,4261.0
3593,yes,4524.0,0.0,0.0,0.0,986.0,5510.0
3597,yes,3134.0,0.0,3382.7,0.0,0.0,6516.7
3606,No,NULL,NULL,NULL,NULL,NULL,NULL
3610,yes,2635.0,0.0,0.0,0.0,0.0,2635.0
3631,yes,3407.0,0.0,0.0,0.0,0.0,3407.0
3643,No,NULL,NULL,NULL,NULL,NULL,NULL
3655,yes,2945.0,0.0,0.0,1124.0,2927.0,6996.0
3664,yes,0.0,5658.0,0.0,0.0,0.0,5658.0
3668,No,NULL,NULL,NULL,NULL,NULL,NULL
3677,yes,2283.0,0.0,0.0,0.0,0.0,2283.0
3678,yes,0.0,5269.0,0.0,0.0,0.0,5269.0
3696,yes,3581.0,0.0,1133.0,0.0,0.0,4714.0
3698,No,NULL,NULL,NULL,NULL,NULL,NULL
3700,yes,5230.0,0.0,0.0,0.0,0.0,5230.0
3710,yes,4633.0,0.0,0.0,0.0,0.0,4633.0
3716,No,NULL,NULL,NULL,NULL,NULL,NULL
3735,yes,6302.0,0.0,0.0,0.0,1173.0,7475.0
3739,No,NULL,NULL,NULL,NULL,NULL,NULL
3743,yes,5478.0,0.0,885.0,757.0,390.0,7510.0
3747,yes,2389.0,6365.0,0.0,1500.0,1827.0,12081.0
3748,yes,308.0,0.0,0.0,0.0,1820.0,2128.0
3752,yes,3218.0,1547.0,0.0,0.0,0.0,4765.0
3759,yes,1642.0,0.0,0.0,0.0,0.0,1642.0
3767,yes,881.0,0.0,0.0,0.0,3655.0,4536.0
3776,yes,4739.0,0.0,0.0,0.0,2261.0,7000.0
3790,No,NULL,NULL,NULL,NULL,NULL,NULL
3791,yes,3682.0,0.0,0.0,1033.0,3147.0,7862.0
