account_id,date,yr,mon,min_balance,max_balance
2,1994-10-12,1994,10,18464,38700
2,1994-11-12,1994,11,24777,45013
2,1994-12-12,1994,12,20798,51152
2,1995-01-12,1995,1,20311,45884
2,1995-02-12,1995,2,13149,33385
2,1995-03-12,1995,3,20842,41078
2,1995-04-12,1995,4,25928,46595
2,1995-05-12,1995,5,18662,38898
2,1995-06-12,1995,6,15767,46121
2,1995-07-12,1995,7,29339,49575
2,1995-08-12,1995,8,21167,50919
2,1995-09-12,1995,9,14016,34252
2,1995-10-12,1995,10,22108,42344
2,1995-11-12,1995,11,19577,39813
2,1995-12-12,1995,12,27793,58147
2,1996-01-12,1996,1,16556,36992
2,1996-02-12,1996,2,15512,41548
2,1996-03-12,1996,3,30902,51138
2,1996-04-12,1996,4,22735,47980
2,1996-05-12,1996,5,15622,42558
2,1996-06-12,1996,6,14026,52045
2,1996-07-12,1996,7,34956,59600
2,1996-08-12,1996,8,27576,47812
2,1996-09-12,1996,9,31899,52135
2,1996-10-12,1996,10,25374,48910
2,1996-11-12,1996,11,33301,53537
2,1996-12-12,1996,12,30648,61002
2,1997-01-12,1997,1,26825,47991
2,1997-02-12,1997,2,25037,45273
2,1997-03-12,1997,3,30343,50579
2,1997-04-12,1997,4,36147,56383
2,1997-05-12,1997,5,42604,62840
2,1997-06-12,1997,6,27302,69302
2,1997-07-12,1997,7,30380,50616
2,1997-08-12,1997,8,31807,52043
2,1997-09-12,1997,9,31680,52107
2,1997-10-12,1997,10,35026,55262
2,1997-11-12,1997,11,31379,51810
2,1997-12-12,1997,12,31829,62183
2,1998-01-12,1998,1,25110,45346
2,1998-02-12,1998,2,20516,40891
2,1998-03-12,1998,3,28927,49746
2,1998-04-12,1998,4,23591,43827
2,1998-05-12,1998,5,22892,43282
2,1998-06-12,1998,6,29502,59856
2,1998-07-12,1998,7,39276,59512
2,1998-08-12,1998,8,39948,60184
2,1998-09-12,1998,9,35600,55836
2,1998-10-12,1998,10,33550,53786
2,1998-11-12,1998,11,34299,54535
2,1998-12-12,1998,12,23817,54171
3,1997-07-07,1997,7,1000,8526
3,1997-08-11,1997,8,16326,23907
3,1997-09-11,1997,9,21507,29122
3,1997-10-11,1997,10,22222,29847
3,1997-11-11,1997,11,22447,30074
3,1997-12-11,1997,12,17958,29211
3,1998-01-11,1998,1,12330,24709
3,1998-02-11,1998,2,7594,15152
3,1998-03-11,1998,3,15737,23327
3,1998-04-11,1998,4,19311,26813
3,1998-05-11,1998,5,17979,25582
3,1998-06-11,1998,6,16167,27526
3,1998-07-11,1998,7,23511,31136
3,1998-08-11,1998,8,26620,34259
3,1998-09-11,1998,9,29043,38592
3,1998-10-11,1998,10,33577,42745
3,1998-11-11,1998,11,37730,47209
3,1998-12-11,1998,12,42194,53447
4,1996-02-21,1996,2,800,800
4,1996-03-11,1996,3,6353,6353
4,1996-04-11,1996,4,11906,11906
4,1996-05-11,1996,5,17459,17459
4,1996-06-11,1996,6,23012,23012
4,1996-07-11,1996,7,25380,28565
4,1996-08-11,1996,8,23354,28907
4,1996-09-11,1996,9,21535,27088
4,1996-10-11,1996,10,20509,26062
4,1996-11-11,1996,11,22785,28338
4,1996-12-11,1996,12,24849,30624
4,1997-01-11,1997,1,15903,27458
4,1997-02-11,1997,2,13899,19452
4,1997-03-11,1997,3,16147,21700
4,1997-04-11,1997,4,16642,22195
4,1997-05-11,1997,5,18901,24454
4,1997-06-11,1997,6,13599,19152
4,1997-07-11,1997,7,15848,21401
4,1997-08-11,1997,8,18105,23658
4,1997-09-11,1997,9,17364,22917
4,1997-10-11,1997,10,17726,23279
4,1997-11-11,1997,11,18047,23600
4,1997-12-11,1997,12,19799,25864
4,1998-01-11,1998,1,13167,20072
4,1998-02-11,1998,2,11138,16691
4,1998-03-11,1998,3,13375,18928
4,1998-04-11,1998,4,15621,21174
4,1998-05-11,1998,5,17074,22627
4,1998-06-11,1998,6,18775,24328
4,1998-07-11,1998,7,20321,25874
4,1998-08-11,1998,8,20754,26307
4,1998-09-11,1998,9,23031,28584
4,1998-10-11,1998,10,25316,30869
4,1998-11-11,1998,11,27612,33165
4,1998-12-11,1998,12,29317,34870
5,1997-05-30,1997,5,600,600
5,1997-06-13,1997,6,5617,5617
5,1997-07-13,1997,7,10634,10634
5,1997-08-13,1997,8,15651,15651
5,1997-09-13,1997,9,20668,20668
5,1997-10-13,1997,10,25674,25689
5,1997-11-13,1997,11,23006,28136
5,1997-12-13,1997,12,24203,29220
5,1998-01-13,1998,1,20733,26281
5,1998-02-13,1998,2,19408,24523
5,1998-03-13,1998,3,21840,26857
5,1998-04-13,1998,4,23482,28499
5,1998-05-13,1998,5,23729,28746
5,1998-06-13,1998,6,23777,28794
5,1998-07-13,1998,7,25427,30444
5,1998-08-13,1998,8,23697,28797
5,1998-09-13,1998,9,21124,26141
5,1998-10-13,1998,10,22221,27348
5,1998-11-13,1998,11,24665,29702
5,1998-12-13,1998,12,27019,32036
6,1994-09-27,1994,9,900,900
6,1994-10-11,1994,10,7569,7569
6,1994-11-11,1994,11,14238,14238
6,1994-12-11,1994,12,20907,20907
6,1995-01-11,1995,1,27576,27576
6,1995-02-11,1995,2,23811,34245
6,1995-03-11,1995,3,26582,30536
6,1995-04-11,1995,4,29389,33343
6,1995-05-11,1995,5,28108,36162
6,1995-06-11,1995,6,24319,30988
6,1995-07-11,1995,7,29850,33804
6,1995-08-11,1995,8,30970,36624
6,1995-09-11,1995,9,33601,37755
6,1995-10-11,1995,10,32438,40392
6,1995-11-11,1995,11,32244,39238
6,1995-12-11,1995,12,31065,37734
6,1996-01-11,1996,1,25950,39834
6,1996-02-11,1996,2,25500,32734
6,1996-03-11,1996,3,25035,31704
6,1996-04-11,1996,4,26328,32997
6,1996-05-11,1996,5,31863,35817
6,1996-06-11,1996,6,20377,27046
6,1996-07-11,1996,7,25902,29856
6,1996-08-11,1996,8,28706,32660
6,1996-09-11,1996,9,31521,35475
6,1996-10-11,1996,10,32669,38303
6,1996-11-11,1996,11,35506,39460
6,1996-12-11,1996,12,31715,38384
6,1997-01-11,1997,1,23494,36258
6,1997-02-11,1997,2,26316,30270
6,1997-03-11,1997,3,29121,33075
6,1997-04-11,1997,4,31938,35892
6,1997-05-11,1997,5,34767,38721
6,1997-06-11,1997,6,34731,41561
6,1997-07-11,1997,7,33686,41400
6,1997-08-11,1997,8,32695,39364
6,1997-09-11,1997,9,38256,42210
6,1997-10-11,1997,10,41110,45064
6,1997-11-11,1997,11,43977,47931
6,1997-12-11,1997,12,43100,49769
6,1998-01-11,1998,1,35653,49207
6,1998-02-11,1998,2,38524,42478
6,1998-03-11,1998,3,36424,43093
6,1998-04-11,1998,4,42001,45955
6,1998-05-11,1998,5,42631,48825
6,1998-06-11,1998,6,35429,49463
6,1998-07-11,1998,7,37101,42255
6,1998-08-11,1998,8,39953,43907
6,1998-09-11,1998,9,42814,46768
6,1998-10-11,1998,10,39452,46121
6,1998-11-11,1998,11,45043,48997
6,1998-12-11,1998,12,47475,51879
7,1996-11-24,1996,11,900,900
7,1996-12-07,1996,12,28275,34875
7,1997-01-07,1997,1,38655,50955
7,1997-02-07,1997,2,46936,61436
7,1997-03-07,1997,3,47155,69755
7,1997-04-07,1997,4,51401,70001
7,1997-05-07,1997,5,46708,69358
7,1997-06-07,1997,6,42813,76788
7,1997-07-07,1997,7,47859,70509
7,1997-08-07,1997,8,43505,66155
7,1997-09-07,1997,9,45298,67948
7,1997-10-07,1997,10,48900,71550
7,1997-11-07,1997,11,53317,75967
7,1997-12-07,1997,12,52943,86918
7,1998-01-07,1998,1,50007,77487
7,1998-02-07,1998,2,45379,68029
7,1998-03-07,1998,3,55187,77837
7,1998-04-07,1998,4,59328,81978
7,1998-05-07,1998,5,62883,85533
7,1998-06-07,1998,6,60488,94463
7,1998-07-07,1998,7,67711,90361
7,1998-08-07,1998,8,70697,93347
7,1998-09-07,1998,9,70169,92819
7,1998-10-07,1998,10,70456,93106
7,1998-11-07,1998,11,66434,89084
7,1998-12-07,1998,12,65700,99675
8,1995-09-21,1995,9,900,900
8,1995-10-07,1995,10,21375,25112
8,1995-11-07,1995,11,33587,45587
8,1995-12-07,1995,12,47517,64417
8,1996-01-07,1996,1,50454,68154
8,1996-02-07,1996,2,52720,71132
8,1996-03-07,1996,3,46240,66715
8,1996-04-07,1996,4,42913,63388
8,1996-05-07,1996,5,41875,62350
8,1996-06-07,1996,6,45240,75952
8,1996-07-07,1996,7,40655,61130
8,1996-08-07,1996,8,39301,59776
8,1996-09-07,1996,9,40448,60923
8,1996-10-07,1996,10,41581,63373
8,1996-11-07,1996,11,35061,55536
8,1996-12-07,1996,12,33281,63993
8,1997-01-07,1997,1,23468,43943
8,1997-02-07,1997,2,19024,39499
8,1997-03-07,1997,3,30504,50979
8,1997-04-07,1997,4,35745,56220
8,1997-05-07,1997,5,41684,62159
8,1997-06-07,1997,6,38419,75251
8,1997-07-07,1997,7,31923,52398
8,1997-08-07,1997,8,36240,56715
8,1997-09-07,1997,9,38366,58841
8,1997-10-07,1997,10,37994,58469
8,1997-11-07,1997,11,37418,57893
8,1997-12-07,1997,12,36939,67651
8,1998-01-07,1998,1,21780,56912
8,1998-02-07,1998,2,11613,35988
8,1998-03-07,1998,3,19807,40282
8,1998-04-07,1998,4,27102,47577
8,1998-05-07,1998,5,34502,54977
8,1998-06-07,1998,6,31321,74733
8,1998-07-07,1998,7,24873,45348
8,1998-08-07,1998,8,34775,55250
8,1998-09-07,1998,9,44646,65121
8,1998-10-07,1998,10,50629,71104
8,1998-11-07,1998,11,44451,64926
8,1998-12-07,1998,12,48543,79255
9,1993-01-27,1993,1,400,400
9,1993-02-15,1993,2,1200,12105
9,1993-03-16,1993,3,12905,18759
9,1993-04-26,1993,4,19559,33804
9,1993-05-14,1993,5,23489,27889
9,1993-06-15,1993,6,15485,24385
9,1993-07-15,1993,7,17579,21956
9,1993-08-15,1993,8,16279,18452
9,1993-09-16,1993,9,19238,22919
9,1993-10-16,1993,10,23704,26203
9,1993-11-15,1993,11,26888,26998
9,1993-12-16,1993,12,25384,27784
9,1994-01-15,1994,1,18628,26678
9,1994-02-16,1994,2,19514,24198
9,1994-03-13,1994,3,23184,24984
9,1994-04-15,1994,4,24368,25468
9,1994-05-14,1994,5,30285,37385
9,1994-06-06,1994,6,13558,33858
9,1994-07-17,1994,7,18481,21666
9,1994-08-17,1994,8,22452,27151
9,1994-09-13,1994,9,26786,27686
9,1994-10-13,1994,10,24684,26894
9,1994-11-14,1994,11,26530,30248
9,1994-12-16,1994,12,27733,31033
9,1995-01-13,1995,1,19038,30638
9,1995-02-17,1995,2,18062,22949
9,1995-03-17,1995,3,23734,27438
9,1995-04-17,1995,4,28223,29240
9,1995-05-16,1995,5,27225,31451
9,1995-06-15,1995,6,26986,32686
9,1995-07-13,1995,7,27097,27897
9,1995-08-17,1995,8,27994,28910
9,1995-09-14,1995,9,25296,31120
9,1995-10-14,1995,10,28205,31905
9,1995-11-15,1995,11,31717,32643
9,1995-12-16,1995,12,31828,78753
9,1996-01-14,1996,1,33838,77638
9,1996-02-15,1996,2,32710,33960
9,1996-03-17,1996,3,32036,32836
9,1996-04-14,1996,4,30557,31488
9,1996-05-14,1996,5,29574,30501
9,1996-06-14,1996,6,25336,28736
9,1996-07-13,1996,7,22435,25935
9,1996-08-17,1996,8,23123,24523
9,1996-09-15,1996,9,22405,23300
9,1996-10-15,1996,10,23735,24885
9,1996-11-22,1996,11,24619,37628
9,1996-12-16,1996,12,31913,35403
9,1997-01-13,1997,1,19585,32585
9,1997-02-16,1997,2,20768,21652
9,1997-03-14,1997,3,20637,21525
9,1997-04-16,1997,4,15860,20110
9,1997-05-14,1997,5,16516,17385
9,1997-06-13,1997,6,17671,18171
9,1997-07-17,1997,7,13227,14091
9,1997-08-15,1997,8,14876,14933
9,1997-09-14,1997,9,15718,15778
9,1997-10-11,1997,10,15663,85444
9,1997-11-13,1997,11,47330,48390
9,1997-12-14,1997,12,30175,30975
9,1998-01-14,1998,1,15699,19549
9,1998-02-13,1998,2,16554,16617
9,1998-03-15,1998,3,17402,17468
9,1998-04-14,1998,4,15454,42909
9,1998-05-15,1998,5,20677,30642
9,1998-06-15,1998,6,18585,21600
9,1998-07-15,1998,7,14485,19385
9,1998-08-14,1998,8,15343,15900
9,1998-09-08,1998,9,23511,29911
9,1998-10-17,1998,10,20985,24385
9,1998-11-14,1998,11,19914,24097
9,1998-12-13,1998,12,22982,23878
10,1996-08-28,1996,8,1100,1100
10,1996-09-13,1996,9,18786,21998
10,1996-10-13,1996,10,32684,39684
10,1996-11-13,1996,11,38969,50469
10,1996-12-13,1996,12,47839,65639
10,1997-01-13,1997,1,36554,65694
10,1997-02-13,1997,2,29707,47393
10,1997-03-13,1997,3,34119,51805
10,1997-04-13,1997,4,35333,53019
10,1997-05-13,1997,5,36768,54454
10,1997-06-13,1997,6,11583,38974
10,1997-07-13,1997,7,31927,49613
10,1997-08-13,1997,8,32445,50131
10,1997-09-13,1997,9,39371,57057
10,1997-10-13,1997,10,42319,60005
10,1997-11-13,1997,11,43778,61464
10,1997-12-13,1997,12,44440,70969
10,1998-01-13,1998,1,36689,54375
10,1998-02-13,1998,2,31227,48913
10,1998-03-13,1998,3,36942,54628
10,1998-04-13,1998,4,41582,59268
10,1998-05-13,1998,5,40914,58600
10,1998-06-13,1998,6,29909,56438
10,1998-07-13,1998,7,38641,56327
10,1998-08-13,1998,8,44187,61873
10,1998-09-13,1998,9,50657,68343
10,1998-10-13,1998,10,59558,77244
10,1998-11-13,1998,11,60280,77966
10,1998-12-13,1998,12,56881,83410
11,1995-10-10,1995,10,300,3804
11,1995-11-12,1995,11,7298,7314
11,1995-12-12,1995,12,10808,10824
11,1996-01-12,1996,1,14318,14334
11,1996-02-12,1996,2,15696,17828
11,1996-03-12,1996,3,17088,19220
11,1996-04-12,1996,4,18504,20636
11,1996-05-12,1996,5,19927,22059
11,1996-06-12,1996,6,19723,23217
11,1996-07-12,1996,7,22519,24651
11,1996-08-12,1996,8,23958,26090
11,1996-09-12,1996,9,25403,27535
11,1996-10-12,1996,10,26854,28986
11,1996-11-12,1996,11,26349,29843
11,1996-12-12,1996,12,28783,31305
11,1997-01-12,1997,1,27699,32171
11,1997-02-12,1997,2,26396,29890
11,1997-03-12,1997,3,26748,30242
11,1997-04-12,1997,4,29575,31707
11,1997-05-12,1997,5,31043,33175
11,1997-06-12,1997,6,31407,34649
11,1997-07-12,1997,7,32886,35018
11,1997-08-12,1997,8,33068,36500
11,1997-09-12,1997,9,33745,36687
11,1997-10-12,1997,10,35234,37366
11,1997-11-12,1997,11,36726,38858
11,1997-12-12,1997,12,37713,40355
11,1998-01-12,1998,1,35575,40389
11,1998-02-12,1998,2,34975,38469
11,1998-03-12,1998,3,34235,39967
11,1998-04-12,1998,4,29035,37867
11,1998-05-12,1998,5,28755,32657
11,1998-06-12,1998,6,27825,32357
11,1998-07-12,1998,7,23594,31426
11,1998-08-12,1998,8,22926,27188
11,1998-09-12,1998,9,22073,26505
11,1998-10-12,1998,10,20817,25649
11,1998-11-12,1998,11,22256,24388
11,1998-12-12,1998,12,21731,25225
12,1997-04-15,1997,4,1100,1100
12,1997-05-13,1997,5,7038,7038
12,1997-06-13,1997,6,12976,12976
12,1997-07-13,1997,7,17814,18914
12,1997-08-13,1997,8,20595,23795
12,1997-09-13,1997,9,19676,25713
12,1997-10-13,1997,10,22106,28044
12,1997-11-13,1997,11,22868,28922
12,1997-12-13,1997,12,23115,29053
12,1998-01-13,1998,1,17469,23663
12,1998-02-13,1998,2,12428,18366
12,1998-03-13,1998,3,12426,18436
12,1998-04-13,1998,4,14830,20850
12,1998-05-13,1998,5,17243,23274
12,1998-06-13,1998,6,14605,25605
12,1998-07-13,1998,7,11087,17091
12,1998-08-13,1998,8,13485,19499
12,1998-09-13,1998,9,15893,21917
12,1998-10-13,1998,10,16471,22497
12,1998-11-13,1998,11,18890,24927
12,1998-12-13,1998,12,20071,26113
13,1997-08-17,1997,8,1000,1000
13,1997-09-09,1997,9,7803,7803
13,1997-10-09,1997,10,14606,14606
13,1997-11-09,1997,11,20309,21409
13,1997-12-09,1997,12,22857,27157
13,1998-01-09,1998,1,13771,29751
13,1998-02-09,1998,2,11396,18199
13,1998-03-09,1998,3,14107,20910
13,1998-04-09,1998,4,13428,20928
13,1998-05-09,1998,5,11034,17837
13,1998-06-09,1998,6,8632,15435
13,1998-07-09,1998,7,11933,18736
13,1998-08-09,1998,8,10417,17220
13,1998-09-09,1998,9,9013,15816
13,1998-10-09,1998,10,9106,15971
13,1998-11-09,1998,11,13115,20315
13,1998-12-09,1998,12,10715,17518
14,1996-11-27,1996,11,400,400
14,1996-12-10,1996,12,22537,24754
14,1997-01-10,1997,1,30512,39512
14,1997-02-10,1997,2,35977,45377
14,1997-03-10,1997,3,36966,50866
14,1997-04-10,1997,4,34674,51874
14,1997-05-10,1997,5,31183,45941
14,1997-06-10,1997,6,30566,52703
14,1997-07-10,1997,7,32442,47200
14,1997-08-10,1997,8,33530,48288
14,1997-09-10,1997,9,33320,48078
14,1997-10-10,1997,10,36011,50769
14,1997-11-10,1997,11,33607,48365
14,1997-12-10,1997,12,31892,54029
14,1998-01-10,1998,1,35425,50725
14,1998-02-10,1998,2,31957,46715
14,1998-03-10,1998,3,33638,48396
14,1998-04-10,1998,4,33525,48283
14,1998-05-10,1998,5,36615,51373
14,1998-06-10,1998,6,30053,59453
14,1998-07-10,1998,7,26604,41362
14,1998-08-10,1998,8,34872,49630
14,1998-09-10,1998,9,40574,55332
14,1998-10-10,1998,10,40588,55346
14,1998-11-10,1998,11,38157,55857
14,1998-12-10,1998,12,34698,56835
15,1993-10-02,1993,10,800,17927
15,1993-11-06,1993,11,22327,39542
15,1993-12-06,1993,12,32242,58066
15,1994-01-06,1994,1,43531,59131
15,1994-02-06,1994,2,57700,60772
15,1994-03-06,1994,3,38390,59690
15,1994-04-06,1994,4,40377,55455
15,1994-05-06,1994,5,40270,57442
15,1994-06-06,1994,6,16293,66085
15,1994-07-06,1994,7,30064,37736
15,1994-08-06,1994,8,34376,47248
15,1994-09-06,1994,9,36823,51595
15,1994-10-06,1994,10,35497,54069
15,1994-11-06,1994,11,36268,52740
15,1994-12-06,1994,12,41527,62039
15,1995-01-06,1995,1,31755,53987
15,1995-02-06,1995,2,33011,48983
15,1995-03-06,1995,3,33768,50240
15,1995-04-06,1995,4,35831,51003
15,1995-05-06,1995,5,35597,53069
15,1995-06-06,1995,6,29527,55125
15,1995-07-06,1995,7,37122,54294
15,1995-08-06,1995,8,33823,50888
15,1995-09-06,1995,9,35172,53344
15,1995-10-06,1995,10,37732,52404
15,1995-11-06,1995,11,40890,54962
15,1995-12-06,1995,12,42939,66671
15,1996-01-06,1996,1,25505,59257
15,1996-02-06,1996,2,30054,42726
15,1996-03-06,1996,3,32672,47244
15,1996-04-06,1996,4,34305,49877
15,1996-05-06,1996,5,36452,51524
15,1996-06-06,1996,6,34374,62206
15,1996-07-06,1996,7,35334,51606
15,1996-08-06,1996,8,33063,52555
15,1996-09-06,1996,9,32644,50276
15,1996-10-06,1996,10,32643,49855
15,1996-11-06,1996,11,30423,49855
15,1996-12-06,1996,12,25041,50639
15,1997-01-06,1997,1,21717,49909
15,1997-02-06,1997,2,21113,38178
15,1997-03-06,1997,3,33031,49083
15,1997-04-06,1997,4,33382,50234
15,1997-05-06,1997,5,32014,50586
15,1997-06-06,1997,6,38874,57746
15,1997-07-06,1997,7,30105,56097
15,1997-08-06,1997,8,32542,47314
15,1997-09-06,1997,9,33063,49735
15,1997-10-06,1997,10,32947,50259
15,1997-11-06,1997,11,33070,50142
15,1997-12-06,1997,12,36865,58797
15,1998-01-06,1998,1,20426,54078
15,1998-02-06,1998,2,24732,37604
15,1998-03-06,1998,3,21209,41881
15,1998-04-06,1998,4,22889,38361
15,1998-05-06,1998,5,24362,40034
15,1998-06-06,1998,6,16556,50048
15,1998-07-06,1998,7,19714,33686
15,1998-08-06,1998,8,21271,36843
15,1998-09-06,1998,9,20335,38407
15,1998-10-06,1998,10,19054,37526
15,1998-11-06,1998,11,26690,36242
15,1998-12-06,1998,12,47232,52384
16,1997-09-23,1997,9,500,500
16,1997-10-06,1997,10,21341,22668
16,1997-11-06,1997,11,28909,43509
16,1997-12-06,1997,12,37874,60274
16,1998-01-06,1998,1,37847,58847
16,1998-02-06,1998,2,36646,58846
16,1998-03-06,1998,3,36128,57628
16,1998-04-06,1998,4,27307,57107
16,1998-05-06,1998,5,23263,48283
16,1998-06-06,1998,6,25098,54638
16,1998-07-06,1998,7,19732,46032
16,1998-08-06,1998,8,17154,40654
16,1998-09-06,1998,9,10659,38059
16,1998-10-06,1998,10,7757,31557
16,1998-11-06,1998,11,3723,28623
16,1998-12-06,1998,12,1652,33032
17,1997-01-08,1997,1,700,700
17,1997-02-07,1997,2,13100,13100
17,1997-03-09,1997,3,15600,15600
17,1997-04-08,1997,4,15900,15900
17,1997-05-08,1997,5,14800,14800
17,1997-06-07,1997,6,17100,17100
17,1997-07-07,1997,7,21200,21200
17,1997-08-18,1997,8,26300,70500
17,1997-09-05,1997,9,45000,45294
17,1997-10-05,1997,10,35194,35487
17,1997-11-20,1997,11,31987,75275
17,1997-12-04,1997,12,52275,52587
17,1998-01-06,1998,1,38687,46543
17,1998-02-02,1998,2,38543,38736
17,1998-03-04,1998,3,34936,35129
17,1998-04-03,1998,4,33329,33522
17,1998-05-21,1998,5,33622,61625
17,1998-06-02,1998,6,52025,52281
17,1998-07-02,1998,7,48181,48437
17,1998-08-01,1998,8,42937,47790
17,1998-09-30,1998,9,46588,47988
17,1998-10-30,1998,10,47788,47986
17,1998-11-03,1998,11,73939,97469
17,1998-12-12,1998,12,54841,100815
18,1993-05-26,1993,5,1100,1100
18,1993-06-25,1993,6,14600,14600
18,1993-07-25,1993,7,17200,17200
18,1993-08-24,1993,8,20700,20700
18,1993-09-23,1993,9,23200,23200
18,1993-10-23,1993,10,23400,23400
18,1993-12-22,1993,12,21500,21500
18,1994-01-17,1994,1,28902,34902
18,1994-02-20,1994,2,27945,28065
18,1994-03-25,1994,3,29171,109277
18,1994-04-21,1994,4,68277,68732
18,1994-05-03,1994,5,57439,90839
18,1994-06-04,1994,6,2083,97848
18,1994-07-07,1994,7,22917,48831
18,1994-08-17,1994,8,576,92427
18,1994-09-08,1994,9,52903,155603
18,1994-10-24,1994,10,60682,97882
18,1994-11-01,1994,11,44071,136771
18,1994-12-29,1994,12,32395,100074
18,1995-01-25,1995,1,55644,66444
18,1995-02-28,1995,2,47990,48222
18,1995-03-31,1995,3,42792,42991
18,1995-04-30,1995,4,10814,33917
18,1995-05-31,1995,5,23114,23161
18,1995-06-10,1995,6,18796,27802
18,1995-07-31,1995,7,31072,31187
18,1995-08-04,1995,8,24557,29783
18,1995-09-30,1995,9,37053,37177
18,1995-10-31,1995,10,36147,36301
18,1995-11-11,1995,11,18569,31203
18,1995-12-14,1995,12,33473,37673
18,1996-01-02,1996,1,22167,60491
18,1996-02-07,1996,2,25392,50521
18,1996-03-03,1996,3,35855,41555
18,1996-04-30,1996,4,39104,39257
18,1996-05-09,1996,5,17602,60138
18,1996-06-11,1996,6,12635,59135
18,1996-07-03,1996,7,6614,40321
18,1996-08-09,1996,8,20036,26848
18,1996-09-16,1996,9,28201,35137
18,1996-10-11,1996,10,17820,33873
18,1996-11-15,1996,11,21714,28877
18,1996-12-08,1996,12,26665,33565
18,1997-01-05,1997,1,2356,67553
18,1997-02-08,1997,2,21857,31881
18,1997-03-11,1997,3,10234,38505
18,1997-04-27,1997,4,18991,39805
18,1997-05-08,1997,5,10220,26420
18,1997-06-04,1997,6,9713,48013
18,1997-07-26,1997,7,9443,46348
18,1997-08-13,1997,8,51618,127305
18,1997-09-02,1997,9,67243,101409
18,1997-10-30,1997,10,80479,151178
18,1997-11-13,1997,11,78387,143687
18,1997-12-20,1997,12,64394,87762
18,1998-01-01,1998,1,54584,60487
18,1998-02-07,1998,2,57757,58004
18,1998-03-20,1998,3,62574,87328
18,1998-04-09,1998,4,37603,67742
18,1998-05-26,1998,5,28208,71560
18,1998-06-29,1998,6,63953,74453
18,1998-07-27,1998,7,55176,96625
18,1998-08-03,1998,8,75629,89929
18,1998-09-30,1998,9,66325,66636
18,1998-10-22,1998,10,70601,89001
18,1998-11-18,1998,11,52114,100258
18,1998-12-18,1998,12,74129,143609
19,1995-04-07,1995,4,1000,16233
19,1995-05-10,1995,5,20633,36023
19,1995-06-10,1995,6,33123,56245
19,1995-07-10,1995,7,42545,58158
19,1995-08-10,1995,8,40158,55297
19,1995-09-10,1995,9,16742,35946
19,1995-10-10,1995,10,20062,36262
19,1995-11-10,1995,11,3593,26754
19,1995-12-10,1995,12,6331,29039
19,1996-01-10,1996,1,3624,41024
19,1996-02-10,1996,2,6282,21421
19,1996-03-10,1996,3,16162,35162
19,1996-04-10,1996,4,715,18915
19,1996-05-10,1996,5,15242,30381
19,1996-06-10,1996,6,19432,39618
19,1996-07-10,1996,7,3795,22370
